Index,Time,RON_Loss,S,RON,Liu,BaoHeTing,S-ZORB.TE_5002.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.FT_5201.PV,S-ZORB.SIS_TE_2802,S-ZORB.FC_5001.DACA,XiTing,S-ZORB.TE_3112.DACA,S-ZORB.TE_2608.DACA,S-ZORB.CAL.SPEED.PV,S-ZORB.TC_3102.DACA,S-ZORB.TE_5201.DACA,MiDu,S-ZORB.FT_1003.PV,S-ZORB.FT_9002.DACA,S-ZORB.LC_2601.DACA,FangTing,S-ZORB.PT_1501.PV,S-ZORB.PC_2401B.DACA,S-ZORB.PC_6001.PV,Xiu,S-ZORB.FC_1203.PV,S-ZORB.FC_5103.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_5006.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.TE_1106.DACA.PV,S-ZORB.TXE_3201A.DACA
110.0000000000,64.0000000000,0.8378147075,4.5948977412,90.4000000000,232.0000000000,51.5000000000,133.0624130224,0.6729303649,42.6141839649,323.7140438668,1493.8056481217,26.2000000000,75.2309770694,111.8538720191,3.4975826995,298.5805354312,60.5133224672,726.0000000000,32.9696342452,599.7021889674,60.6143309290,22.3000000000,0.0829239458,0.4073657013,-0.0929844288,53.9400000000,6.5852960935,6841.9957558977,38.1530490439,133.7494131345,0.1980817893,141.6056710407,409.9526901917
111.0000000000,0.0000000000,0.9569751265,4.2301008504,90.9000000000,300.8571428571,51.6000000000,150.0000000000,0.0163318085,132.0009148163,350.0000000000,1736.0468622474,24.6000000000,65.0000000000,376.6952018951,4.8650835669,300.0000000000,60.9236570602,731.7000000000,51.4553087500,374.4851753564,53.9809006444,23.8000000000,1.8836047750,1.4473344030,-0.1804755743,51.7300000000,13.7552791526,15959.6692587379,35.7309127246,120.0830830742,0.0989267150,156.0965962424,404.5663073248
112.0000000000,85.0000000000,0.8348489130,4.8629868542,90.5000000000,300.8571428571,51.6000000000,133.7819520288,0.5078918316,31.1234622250,347.5796107529,1874.9963302123,24.6000000000,130.8016704239,497.4032874428,6.0871229936,261.5088865058,44.1051776968,731.7000000000,72.4740085518,550.9887576455,85.6118208863,23.8000000000,1.3678999851,0.1300025005,-0.1731631563,51.7300000000,14.1667920082,12932.2748534864,36.3513809863,132.7545073832,1.8250319277,25.7407941567,539.2286883464
113.0000000000,0.0000000000,1.0219792691,4.6767422180,91.3000000000,300.8571428571,51.6000000000,150.0000000000,0.0155205178,132.0739238595,350.0000000000,2538.7762705337,24.6000000000,65.0000000000,500.0000000000,5.4573823571,270.1741387439,66.0709903409,731.7000000000,51.0313895000,430.1144723442,94.8283621040,23.8000000000,1.8992376000,1.4299391765,-0.0096341566,51.7300000000,13.2845744066,17900.1386071369,24.5558713023,150.0000000000,0.0988009550,156.0965962424,324.3324359640
114.0000000000,0.0000000000,0.8856461051,4.6407384741,91.0000000000,241.2857142857,54.8000000000,150.0000000000,0.0161854550,152.4515910550,350.0000000000,2391.1571090310,21.0000000000,75.8474548616,375.6492174086,5.7045091828,283.5957887414,66.5563141710,728.5000000000,51.4885187500,621.6818964042,94.6511148606,24.2000000000,1.8907759500,1.5194650559,-0.0283982533,52.8300000000,7.0147348796,14688.5472613016,24.0405695093,100.0000000000,0.0927286860,156.0965962424,550.0000000000
115.0000000000,33.0000000000,0.8661982619,4.2417722109,91.0000000000,240.2857142857,55.4000000000,141.4712900746,2.2583292844,34.3069090774,331.6415082333,894.3718566540,21.2000000000,77.7376053806,204.7435097953,4.0439835164,272.7821739580,42.2452433779,730.3000000000,26.3767277891,577.2354197212,52.2585840408,23.4000000000,0.8694747875,0.9774263593,-0.1724741086,53.4000000000,9.2972677978,17477.5457814803,27.9368825131,112.9488938274,0.6528173305,150.1302230407,410.3974959389
116.0000000000,43.0000000000,0.8387245425,4.8384292996,91.1000000000,240.2857142857,55.4000000000,142.6471770597,1.1936792724,53.2418163441,343.0247224752,779.7403413757,21.2000000000,99.4863044021,446.7412591883,6.8684328714,295.6382600689,85.3539431137,730.3000000000,64.4915598192,568.9577401545,87.2973137943,23.4000000000,0.2113014196,1.9259433577,-0.1585608484,53.4000000000,9.3526470761,24928.9643662506,17.7040302664,125.4980862434,1.1874612189,92.6112394317,367.9037389077
117.0000000000,0.0000000000,0.8441874514,4.1443260761,90.6000000000,240.2857142857,55.4000000000,150.0000000000,0.0179833442,139.0604254458,350.0000000000,1382.6714567791,21.2000000000,65.0000000000,389.8507861954,4.9562058711,300.0000000000,64.3262178260,730.3000000000,51.4375415000,650.0000000000,40.9621277500,23.4000000000,1.7982997250,1.3558716839,-0.1874701795,53.4000000000,7.9020297697,8281.7509375006,27.7754737228,150.0000000000,0.0861062817,156.0965962424,300.0000000000
118.0000000000,110.0000000000,0.9119253853,3.9630988412,90.8000000000,240.2857142857,55.4000000000,120.0244831325,3.0178113072,141.7709921988,292.1221789202,2389.4634609231,21.2000000000,86.5210605766,149.6254627352,6.6870191367,208.2479199455,39.6178764375,730.3000000000,65.0496864434,578.0079141654,82.9729930611,23.4000000000,0.8764649883,1.5289646970,-0.1832864264,53.4000000000,9.2935649337,21949.3510184187,24.9834520757,124.4172357863,1.1461015550,22.0950397505,536.0657116020
119.0000000000,110.0000000000,0.8695786788,4.9356272919,91.4000000000,214.1428571429,54.3000000000,140.4491328196,2.2261927725,127.5006535330,334.2221033523,1185.1297478108,21.9000000000,116.0423987110,101.0841722652,5.7854746943,276.2628249532,60.3783343394,727.7000000000,29.2192262094,570.2648623641,73.4544360362,23.8000000000,1.8908950951,1.2307272175,-0.1542166698,53.9700000000,10.5122520709,2150.3804470978,32.4439799456,120.7730881283,1.3807948734,171.9303488074,419.7818510070
120.0000000000,0.0000000000,0.9699335743,4.2816700679,90.6000000000,214.1428571429,54.3000000000,100.0000000000,0.0198485607,119.1479647073,350.0000000000,2205.6430744683,21.9000000000,65.0000000000,437.1928790290,2.9500000000,300.0000000000,63.1743296393,727.7000000000,51.9301982500,650.0000000000,42.9982413164,23.8000000000,1.9958429000,1.3790898289,-0.2000000000,53.9700000000,9.8156778728,8409.8913665277,26.5880027314,100.0000000000,0.0917189307,156.0965962424,300.0000000000
121.0000000000,110.0000000000,0.9028208939,4.7253009391,90.3000000000,214.1428571429,54.3000000000,137.4567359170,0.6218855438,120.9786898780,340.2336531328,1174.9293247155,21.9000000000,69.7026224786,467.4627411557,3.5415384632,209.1228290624,89.5025101207,727.7000000000,49.5453592471,571.6568643862,97.8331514819,23.8000000000,0.6791047224,0.5057534263,-0.0494136576,53.9700000000,10.2090497018,13241.0392428385,31.3828588563,124.1565082024,1.9163060777,2.1305502223,384.3501830615
122.0000000000,3.0000000000,0.8394879694,4.6401219354,90.8000000000,259.7142857143,55.1000000000,150.0000000000,0.0251291877,147.8678975090,350.0000000000,1573.1973549410,24.3000000000,65.0000000000,260.2650069096,7.0000000000,253.8327849184,75.1111111247,722.4000000000,51.8827072500,650.0000000000,70.5602283383,20.6000000000,1.7274829000,1.2794287252,-0.1881835477,53.4200000000,5.0000000000,8466.5602845897,15.6858769592,100.0000000000,0.0875689792,156.0965962424,300.0000000000
123.0000000000,5.0000000000,0.8191732835,4.8263758020,90.1000000000,259.7142857143,55.1000000000,139.3685762539,0.8087220320,50.4932034073,324.7173703643,1956.1320219707,24.3000000000,126.2898100896,398.0743283929,5.6836929317,278.6344831320,49.5587647736,722.4000000000,17.6878783979,632.8737829700,87.7679678216,20.6000000000,1.1039256202,1.6187384482,-0.1788650552,53.4200000000,6.3216739729,14657.1881189277,31.6469258683,108.4678579188,2.0679615689,152.9720266224,537.5957757200
124.0000000000,0.0000000000,0.9034845175,4.0912324497,90.2000000000,279.5714285714,56.6000000000,150.0000000000,0.5552145475,148.6786294885,350.0000000000,1956.2222786501,24.3000000000,96.1344441449,357.1409848387,4.7296374594,300.0000000000,68.8645066265,727.9000000000,59.5068155000,317.8643866731,50.6594224913,19.1000000000,1.7792978500,1.3877181479,-0.2000000000,53.4200000000,8.3441452899,10034.9606811994,24.7167875460,113.0089969898,0.0877507440,156.0965962424,417.8340819470
125.0000000000,110.0000000000,0.9802578253,4.2612601218,90.1000000000,279.5714285714,56.6000000000,112.0146857008,2.5192380569,104.5873205616,338.0785473372,3364.8882908611,24.3000000000,79.3961531984,417.1885210965,5.0614106622,224.2847539098,54.5842924897,727.9000000000,64.3205978484,626.4122559155,87.0489203915,19.1000000000,0.8041811765,1.5337189918,-0.0956123061,53.4200000000,14.9591188527,21797.7718790852,13.1512269992,141.7840906126,2.0126211602,68.5227757371,333.2271673336
126.0000000000,110.0000000000,0.8627424855,5.0237674586,90.1000000000,279.5714285714,56.6000000000,137.3746427447,1.7145904889,131.5026638557,315.2946623146,904.4060449384,24.3000000000,114.8728480665,101.6858272085,5.6436483272,178.4319304472,37.6783165975,727.9000000000,32.8949087116,551.3948779407,47.9181846040,19.1000000000,0.1968885188,1.1150609667,-0.0717667383,53.4200000000,7.3176938931,22288.2495023711,32.8290827292,108.3162262724,1.4204834552,170.1794342767,395.1036432654
127.0000000000,110.0000000000,0.9413043989,4.5046851379,89.6000000000,248.0000000000,55.9000000000,136.3074779549,0.3144795131,138.8852410951,299.2126116618,2827.9769730572,20.6000000000,107.6081981874,410.7167500607,5.5750181709,256.4782409160,76.8978586232,727.8000000000,29.6843531457,581.8516652529,48.8248546555,23.5000000000,0.4072664809,0.5959298075,-0.1446524526,50.1100000000,14.6717697465,16828.6979113905,32.8166716049,101.0449152391,0.3253646742,78.0517488051,397.3225220114
128.0000000000,110.0000000000,0.9932709367,5.2060330494,89.6000000000,248.0000000000,55.9000000000,137.0059990640,1.7047814431,111.2752936394,308.6605317703,2704.4094980795,20.6000000000,145.3420276648,161.8988322396,6.5740327183,235.8885942614,47.7335331569,727.8000000000,41.8808282490,628.9650577594,99.7301055536,23.5000000000,1.7569377811,0.2928946772,-0.0135678463,50.1100000000,7.5377959733,24154.0299950672,38.7093787421,137.5643978586,1.0040132244,106.1926109264,359.3665021028
129.0000000000,0.0000000000,0.9521421329,4.4651108792,89.7000000000,248.0000000000,55.9000000000,100.0000000000,2.2513788500,136.5936522811,350.0000000000,2567.9445643839,20.6000000000,135.9446241380,418.2437250176,4.2144690263,268.0224758630,45.2396922264,727.8000000000,49.8121857500,650.0000000000,47.0377319871,23.5000000000,1.9667558250,1.4621525980,-0.2000000000,50.1100000000,10.1680165320,11265.1022729634,25.7894514502,142.5256009382,0.0842918995,156.0965962424,550.0000000000
130.0000000000,0.0000000000,0.9880763994,4.9307264728,89.4000000000,248.0000000000,55.9000000000,150.0000000000,3.1027862750,135.1476904011,350.0000000000,2669.2758420103,20.6000000000,129.7301847671,500.0000000000,2.9500000000,161.2860744196,73.3149345555,727.8000000000,48.5205787500,504.6536881332,100.0000000000,23.5000000000,1.7662429750,1.3919958214,-0.2000000000,50.1100000000,10.7884970424,20766.2603893035,30.1135921907,150.0000000000,0.0829950302,156.0965962424,300.0000000000
131.0000000000,0.0000000000,1.0027422117,4.1275451883,89.1000000000,248.0000000000,55.9000000000,150.0000000000,3.1265463750,143.5828099247,350.0000000000,2249.1422968155,20.6000000000,70.6548679457,444.9894872797,6.6309616327,150.0000000000,55.3932674517,727.8000000000,49.3248705000,300.0000000000,40.0000000000,23.5000000000,1.8610081000,1.3984799903,-0.0856115770,50.1100000000,7.5374446029,15069.7318563862,18.2686533823,122.2396537068,0.0818213100,156.0965962424,460.5619489724
132.0000000000,1.0000000000,0.9004581355,3.8857806584,89.4000000000,248.0000000000,55.9000000000,150.0000000000,3.1190199500,138.7286428113,350.0000000000,2185.4437320350,20.6000000000,65.0000000000,306.4161210850,3.0880019981,201.9946378399,94.9155371284,727.8000000000,50.5188497500,650.0000000000,40.0000000000,23.5000000000,1.8364346750,1.4259981371,-0.2000000000,50.1100000000,9.2984198857,12244.2942983591,34.5333639225,150.0000000000,0.0817745593,156.0965962424,550.0000000000
133.0000000000,3.0000000000,0.9128423436,4.0365701656,89.2000000000,248.0000000000,55.9000000000,100.0000000000,3.0979870500,137.7929647912,350.0000000000,1623.7754071652,20.6000000000,65.0000000000,466.5256331708,6.7673102820,300.0000000000,100.0000000000,727.8000000000,49.0391525000,650.0000000000,60.4454146191,23.5000000000,1.8785387750,1.4599696685,-0.2000000000,50.1100000000,12.4852300527,16574.5330068783,17.0764291104,100.0000000000,0.0890302067,156.0965962424,550.0000000000
134.0000000000,0.0000000000,1.1323002054,4.0136604465,89.2000000000,172.4285714286,59.3000000000,150.0000000000,3.0712738000,129.7787306099,302.5779598880,2676.2745311310,17.2000000000,95.0922300099,445.7864191049,5.5292842629,150.0000000000,68.9262153728,723.4000000000,49.1981522500,517.3412935921,40.0000000000,23.5000000000,1.8095736500,1.3728313684,-0.2000000000,42.9600000000,9.4812230401,14749.8891529574,19.3685159990,150.0000000000,0.0813338682,156.0965962424,341.3855210880
135.0000000000,0.0000000000,1.0123930124,4.1039286637,88.6000000000,172.4285714286,59.3000000000,100.0000000000,3.0732775000,138.1829737022,350.0000000000,2334.2056153406,17.2000000000,65.0000000000,435.5809366266,6.3235363830,150.0000000000,56.0921057318,723.4000000000,51.2381137500,385.5894641570,95.9134539961,23.5000000000,1.7470363750,1.4305570693,-0.1616509162,42.9600000000,12.0522624121,13187.8569331594,19.9631576276,100.0000000000,0.0811457873,156.0965962424,344.1640334989
136.0000000000,0.0000000000,1.0222008525,4.4686162808,89.1000000000,172.4285714286,59.3000000000,150.0000000000,3.0687014750,110.2647967533,337.2783550145,2608.7022099227,17.2000000000,65.0000000000,429.3101173953,6.5109326502,179.6347725581,47.5195042709,723.4000000000,49.4618622500,301.1267053722,100.0000000000,23.5000000000,2.0084130250,1.3472243264,-0.2000000000,42.9600000000,10.3512110033,16150.1769612083,24.1503503866,134.4151369888,0.0881090988,156.0965962424,300.0000000000
137.0000000000,0.0000000000,1.1162278174,4.0957924159,89.3000000000,172.4285714286,59.3000000000,100.0000000000,3.0756279750,125.8887860991,250.0000000000,1883.7198743908,17.2000000000,130.4064781932,500.0000000000,6.8292608618,239.9229071021,76.1324729751,723.4000000000,48.9322640000,585.1918398881,56.3473136458,23.5000000000,1.7567594750,1.3353881858,-0.2000000000,42.9600000000,8.5099639642,15832.9109530353,21.6396748797,130.6642931315,0.0851169253,156.0965962424,550.0000000000
138.0000000000,110.0000000000,0.9810399170,4.6073228086,88.4000000000,172.4285714286,59.3000000000,138.9200700249,0.9636726135,43.2216162043,323.6910345963,1284.2319854750,17.2000000000,75.9752099870,244.4858649641,5.1910878379,240.5569224463,60.6916468797,723.4000000000,60.1868258088,559.9341846833,93.3074014281,23.5000000000,1.8194292384,2.0500096213,-0.0376876632,42.9600000000,11.1771131228,7632.7591505028,10.2158096447,146.4079986483,0.7106343598,37.4751676234,328.2004469576
139.0000000000,1.0000000000,0.9418687787,4.3413039115,88.5000000000,153.4285714286,58.5000000000,149.2115662577,3.0705782750,120.3993421606,350.0000000000,2217.0626710191,17.6000000000,150.0000000000,443.4697613752,5.4494806575,221.0866135065,50.0824788909,720.8000000000,55.2305320000,650.0000000000,68.4498462207,23.9000000000,1.8297227000,1.4113344013,-0.2000000000,45.1500000000,15.0000000000,8855.7670421444,40.0000000000,124.5918414463,0.0845029765,156.0965962424,339.5203573742
140.0000000000,110.0000000000,1.0211769178,4.0816282929,87.6000000000,153.4285714286,58.5000000000,116.6292891865,1.7654455666,27.7213419164,317.0538654151,3787.5691663071,17.6000000000,89.2493041320,470.1696978404,5.8347712915,245.1772425043,65.3166917961,720.8000000000,71.0312983698,468.9585549387,44.9585193508,23.9000000000,0.2721416545,1.8567577819,-0.1609629373,45.1500000000,9.2783778307,23295.8470938487,17.8480577585,117.5438363199,1.6682322933,48.1519194894,317.6589993164
141.0000000000,110.0000000000,0.9715986088,4.0773746995,85.3000000000,153.4285714286,58.5000000000,123.5584950365,0.8613783446,145.4103144885,265.4614390100,3423.3851623650,17.6000000000,100.1134904626,120.6815398299,5.9776902210,155.6268387390,88.7250105425,720.8000000000,62.0284129124,576.4192222461,41.7383163106,23.9000000000,1.1050694361,0.0993304123,-0.1900871567,45.1500000000,11.2772318027,21363.9141356095,10.2329507718,126.2712758237,1.6728763721,144.8037500951,367.0084224468
142.0000000000,0.0000000000,1.0009956777,4.1779287942,88.7000000000,126.8571428571,58.9000000000,150.0000000000,3.0780979000,143.5188348291,350.0000000000,1973.0079265665,18.8000000000,65.0000000000,500.0000000000,3.9106116639,150.0000000000,44.6671829430,723.1000000000,56.4049567500,302.4230111344,51.5294991914,22.3000000000,1.9979592500,1.1846808408,0.0000000000,47.3400000000,14.6519297028,7020.4978391112,22.8137869465,111.2936731268,0.0808478345,156.0965962424,318.7184074705
143.0000000000,0.0000000000,1.0093832278,4.4840244008,88.6000000000,126.8571428571,58.9000000000,150.0000000000,3.0707341000,142.3515162149,350.0000000000,2264.4715491971,18.8000000000,65.0000000000,499.8552212155,5.9066845591,267.8369222022,63.6594787560,723.1000000000,55.9105365000,500.8632545409,98.1997009450,22.3000000000,1.7577289500,1.4205505706,-0.0331651245,47.3400000000,15.0000000000,10944.8020072880,34.3247744398,150.0000000000,0.0834164475,156.0965962424,550.0000000000
144.0000000000,110.0000000000,0.9625927388,4.4367037192,88.7000000000,126.8571428571,58.9000000000,133.1741706831,1.6195484879,65.5707680805,307.7538958847,3260.1305863185,18.8000000000,94.8603218928,288.1902001235,4.1198897004,272.9400888014,40.6044817992,723.1000000000,13.1087307940,565.6289216489,79.9863070782,22.3000000000,0.6606931996,0.8502985812,-0.1031025287,47.3400000000,11.1526848140,24708.3999391365,34.2731508519,118.7185034286,0.0124749194,51.7767796624,318.3201703558
145.0000000000,0.0000000000,0.9870300624,4.2103127840,89.0000000000,99.5714285714,56.9000000000,150.0000000000,3.0743815250,140.5848595208,250.0000000000,1800.7780570426,22.6000000000,65.1296088556,456.3335631485,5.8732604116,300.0000000000,89.8014258343,725.7000000000,59.0041182500,300.0000000000,86.8304408381,20.5000000000,1.8473283500,1.2599979994,-0.1610234447,47.8900000000,10.5624629967,10388.8241822474,15.6470677741,100.0000000000,0.0837818340,156.0965962424,300.0000000000
146.0000000000,110.0000000000,0.9226476093,4.3319840074,88.4000000000,99.5714285714,56.9000000000,145.8767476414,1.3577168067,40.1076888199,321.1084610041,2441.1764811793,22.6000000000,106.7687832000,360.5599565703,4.4776035240,273.9872984945,90.8256834496,725.7000000000,54.5742966010,474.1277474816,47.4870679451,20.5000000000,0.6729585203,0.2295978025,-0.1636077593,47.8900000000,13.8798040177,22300.6753467906,20.0111913124,113.3433086816,1.5720948400,25.6972018307,421.3420066031
147.0000000000,0.0000000000,0.9303206398,4.8809777558,88.7000000000,99.5714285714,56.9000000000,150.0000000000,3.0670626750,131.0353571931,350.0000000000,2355.1328629102,22.6000000000,135.3702053661,488.5918603045,6.2097370451,300.0000000000,67.5113258655,725.7000000000,50.5342925000,650.0000000000,100.0000000000,20.5000000000,1.6915029500,1.1679745117,-0.2000000000,47.8900000000,13.9226906723,13758.6038273599,33.0594608810,150.0000000000,0.0869910183,156.0965962424,550.0000000000
148.0000000000,0.0000000000,1.1766175306,4.0420918687,88.2000000000,99.5714285714,56.9000000000,150.0000000000,3.0701438000,132.1089952834,250.0000000000,2469.0145518115,22.6000000000,65.0000000000,376.3834170884,5.6670407455,300.0000000000,100.0000000000,725.7000000000,51.9143662500,300.0000000000,41.0686986983,20.5000000000,1.9411926750,1.1633240076,0.0000000000,47.8900000000,8.3367104607,12517.8942746812,35.7470388895,150.0000000000,0.0796444990,156.0965962424,550.0000000000
149.0000000000,110.0000000000,0.9235737471,4.4123059494,88.2000000000,99.5714285714,56.9000000000,140.0068926066,1.9754916159,134.2661334487,333.3974883613,1558.4133518275,22.6000000000,91.8149968696,306.1794837153,5.1295049124,178.8568800632,83.7367995166,725.7000000000,11.9021700505,541.5458458332,41.1985076178,20.5000000000,1.1038281557,0.8946546263,-0.1824354243,47.8900000000,7.9527119488,2867.2691859011,28.8299369349,127.5797064140,0.8453096998,110.3062724860,524.8639163593
150.0000000000,0.0000000000,1.1182640897,3.9479243040,87.8000000000,126.5714285714,56.3000000000,129.0185888179,3.0743415500,132.4317127549,250.0000000000,2106.0280129901,18.9000000000,97.8672397410,500.0000000000,5.4658237746,206.0610120541,89.0566731910,723.4000000000,52.6751700000,627.2519816203,82.7188128274,24.8000000000,1.9302003250,1.2384886976,-0.2000000000,49.5400000000,6.9700558735,15274.1869644246,32.3659626807,141.1727467966,0.0826199783,156.0965962424,512.3396525782
151.0000000000,5.0000000000,0.9053155343,4.7781342070,87.9000000000,126.5714285714,56.3000000000,148.9874210607,3.3663752918,148.3271891237,347.3152663935,3636.4979476823,18.9000000000,114.8756526926,318.0673462647,6.2874112391,223.5409126146,30.7364346936,723.4000000000,10.3908351094,576.7709550544,40.5683477598,24.8000000000,1.1784325098,0.8044345636,-0.1238700919,49.5400000000,9.5539583854,19314.1609966103,34.9331151295,103.4093431648,0.3839853731,91.8744420555,386.7264844001
152.0000000000,0.0000000000,1.1120253930,4.5274113266,87.5000000000,126.5714285714,56.3000000000,150.0000000000,3.0694015250,55.8528605751,350.0000000000,2487.4244805753,18.9000000000,121.4471726472,477.0465458358,2.9500000000,271.6503002697,64.9497112070,723.4000000000,54.8456885000,484.9402613486,46.6960386576,24.8000000000,1.9190843500,1.0885846707,0.0000000000,49.5400000000,5.0000000000,9441.5613784512,35.1971487472,150.0000000000,0.0884025400,156.0965962424,385.6806255899
153.0000000000,0.0000000000,0.9679519829,3.8652933171,88.6000000000,307.5714285714,56.0000000000,146.1694329409,3.0677405500,65.7670820672,350.0000000000,2249.9631457575,20.7000000000,82.2490501060,459.5415587168,2.9500000000,282.6607772188,75.8558686233,726.5000000000,55.6428087500,560.6145010484,40.0000000000,23.3000000000,1.7462644000,1.2052571382,-0.2000000000,50.6400000000,5.0000000000,9729.4437312028,33.4335196631,150.0000000000,0.0902556535,156.0965962424,550.0000000000
154.0000000000,0.0000000000,0.8946877358,3.9418576743,89.1000000000,307.5714285714,56.0000000000,150.0000000000,3.0709366500,53.8984586261,350.0000000000,2114.6238208341,20.7000000000,65.0000000000,500.0000000000,3.0304185367,170.9167694660,43.9366858289,726.5000000000,55.4179342500,601.7210806226,67.2752214923,23.3000000000,1.8636919500,0.9830733621,-0.2000000000,50.6400000000,6.3320125276,11624.4660172569,31.9020302854,111.7189002834,0.0822145190,156.0965962424,502.2337618264
155.0000000000,6.0000000000,0.8982445873,4.5117427507,89.8000000000,313.0000000000,56.8000000000,143.6440899549,0.4074222381,154.6969392763,317.8137210584,3688.1186672927,22.8000000000,97.3625111234,345.9237551383,5.2953978878,169.0057771398,49.6685540161,725.8000000000,73.3032254642,429.3226912544,96.5965077554,20.4000000000,0.9373459294,0.2074201971,-0.1821762421,49.5400000000,10.0413258113,23487.3636653941,23.5623372182,124.8266414525,0.5707537305,123.5255100748,445.3583938023
156.0000000000,0.0000000000,0.9648960011,4.1471843827,90.4000000000,313.0000000000,56.8000000000,148.4280808202,3.0665302000,125.0230639668,350.0000000000,1966.7801273957,22.8000000000,67.4092703989,500.0000000000,2.9500000000,300.0000000000,76.9851606112,725.8000000000,55.0750880000,638.8852791630,40.0000000000,20.4000000000,1.7423807000,1.2170496252,-0.0486036453,49.5400000000,15.0000000000,14184.1312404325,23.4326089518,100.0000000000,0.0861352213,156.0965962424,550.0000000000
157.0000000000,110.0000000000,0.9447970705,4.5314112325,89.2000000000,313.0000000000,56.8000000000,139.2960476440,2.2824791833,104.7248639108,318.3221548594,586.4849174750,22.8000000000,85.8390444359,169.9616803006,6.1230326437,216.4048224918,67.0223813777,725.8000000000,25.1956009430,349.5972487872,67.5561850393,20.4000000000,0.4298944246,1.4951427290,-0.1767050364,49.5400000000,13.6044387867,9281.2683295862,14.5531195373,130.1703451488,1.0942595027,160.0634604460,516.3661455138
158.0000000000,12.0000000000,0.7977367126,4.4641197819,89.4000000000,312.5714285714,56.3000000000,134.2423012049,1.1782069011,149.2848853421,337.1752701528,2205.1247656242,23.5000000000,92.9913747991,276.6165069810,5.7618695105,164.6915710204,41.9931069757,733.5000000000,24.3569017239,636.7096247556,45.9571831150,20.2000000000,0.8882209088,0.1085581665,-0.1812767428,48.4400000000,12.0093386593,8918.4193382118,20.7836533560,142.5888064669,0.9076813521,185.9434355548,539.2522373017
159.0000000000,110.0000000000,0.9045796805,5.0274667741,89.4000000000,312.5714285714,56.3000000000,144.6224897206,0.0862063586,132.5970595675,340.5169439962,933.6168716672,23.5000000000,126.3118446193,250.3154328401,4.2170792101,230.5105267841,43.1687212172,733.5000000000,32.6597908662,416.6752795692,41.5328184521,20.2000000000,0.7253433703,1.2688033050,-0.0036822544,48.4400000000,7.4178978302,18484.5539806275,18.7063654899,104.4970416661,0.7357514346,35.6342267985,462.3676592600
160.0000000000,0.0000000000,0.8763400751,4.9922205768,90.2000000000,225.8571428571,52.5000000000,150.0000000000,3.0147349500,136.5391496611,350.0000000000,1354.3252716452,24.8000000000,105.3788896652,396.1093796465,4.7164710772,188.1994196704,47.0530979681,729.7000000000,57.1310207500,650.0000000000,92.2898858315,22.7000000000,2.0450443750,1.1762458208,-0.0994109090,48.7500000000,7.6523638577,17228.7176482100,32.9918564988,100.0000000000,0.1070452200,168.7641975000,550.0000000000
161.0000000000,17.0000000000,0.8391261244,4.5891317543,90.0000000000,225.8571428571,52.5000000000,136.7778504259,2.1273348488,135.5632259368,312.1248821486,3352.3165394015,24.8000000000,80.5098696721,194.9552803259,4.5326638911,227.9660661087,71.7188355942,729.7000000000,69.7414264034,591.7348844400,70.5323243499,22.7000000000,0.0025470289,0.1061558873,-0.0097482802,48.7500000000,6.5886626186,9833.2240004959,15.9207288920,133.3475430313,1.7985996269,137.7969483018,425.8109506764
162.0000000000,110.0000000000,0.9566356336,4.1066350816,89.8000000000,208.0000000000,57.7000000000,132.0705076889,3.1527804517,11.1490033864,304.4059825891,1268.2976084372,18.3000000000,80.1251300921,416.7281299198,4.7207572484,284.0599830912,54.0493554119,729.2000000000,72.4771510048,603.3989857940,56.9299281682,24.0000000000,0.3003157255,2.3300669760,-0.1764531321,48.7500000000,11.0490738001,21838.2426064459,36.3198992475,126.2770818850,0.3706286499,5.6174500649,409.2902858573
163.0000000000,110.0000000000,0.9537319683,4.4423061239,88.8000000000,208.0000000000,57.7000000000,146.3989562465,0.0776110438,84.9475996163,322.3889708039,2518.1182694639,18.3000000000,144.0145379663,272.7757970681,3.6667343894,236.9243334451,39.3174333330,729.2000000000,63.7628967427,353.0606654815,44.2502915432,24.0000000000,1.5783695300,0.0694025082,-0.0879584583,48.7500000000,13.8181908194,21215.5982282134,25.6862215986,120.8878628138,0.7636787500,145.4964976669,331.8580270057
164.0000000000,110.0000000000,0.8988336180,4.4589353601,89.3000000000,208.0000000000,57.7000000000,141.8538648141,0.8429835836,134.2674658376,345.1023061680,3332.3931593273,18.3000000000,74.3918471205,108.2673057789,6.1407139702,278.4106590161,33.9511641875,729.2000000000,71.6402761135,587.5697203141,45.7582510075,24.0000000000,2.1976340662,0.2573501474,-0.0996354317,48.7500000000,8.8789893462,14597.8837582921,21.4268085312,144.5970669570,0.9107962645,74.6807505591,528.9805688889
165.0000000000,0.0000000000,0.8458033064,4.2634251104,89.7000000000,254.4285714286,54.8000000000,100.0000000000,3.0143219000,137.0758044927,350.0000000000,1430.0736170083,22.1000000000,65.0000000000,500.0000000000,6.8715077887,150.0000000000,30.0000000000,738.7000000000,58.8029145000,650.0000000000,71.7382640460,23.1000000000,1.5122017250,1.0862478465,-0.2000000000,45.8200000000,7.8957061980,15203.0087993355,32.4393773974,100.0000000000,0.1132866325,165.7614900000,550.0000000000
