RON,Liu,BaoHeTing,S-ZORB.TE_5002.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.FT_5201.PV,S-ZORB.SIS_TE_2802,S-ZORB.FC_5001.DACA,XiTing,S-ZORB.TE_3112.DACA,S-ZORB.TE_2608.DACA,S-ZORB.CAL.SPEED.PV,S-ZORB.TC_3102.DACA,S-ZORB.TE_5201.DACA,MiDu,S-ZORB.FT_1003.PV,S-ZORB.FT_9002.DACA,S-ZORB.LC_2601.DACA,FangTing,S-ZORB.PT_1501.PV,S-ZORB.PC_2401B.DACA,S-ZORB.PC_6001.PV,Xiu,S-ZORB.FC_1203.PV,S-ZORB.FC_5103.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_5006.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.TE_1106.DACA.PV,S-ZORB.TXE_3201A.DACA
90.2000000000,279.5714285714,56.6000000000,122.2774175000,0.5552145475,144.0454925000,292.4297875000,1886.1980250000,24.3000000000,79.6077595000,446.0286000000,4.4813432000,236.7883200000,64.3601350000,727.9000000000,59.5068155000,452.7929425000,67.3204505000,19.1000000000,1.7792978500,1.3860677225,-0.1497677325,53.4200000000,11.3970240000,10731.8303000000,25.4951357500,133.3201625000,0.0877507440,156.0965962424,419.2589050000
90.1000000000,279.5714285714,56.6000000000,121.7721375000,1.8180365750,143.8022875000,281.6887950000,1961.5625000000,24.3000000000,80.0447587500,446.0286000000,4.5064814500,244.1314200000,69.5133220000,727.9000000000,61.7423202500,479.9649700000,67.8409610000,19.1000000000,1.7554712750,1.4347159610,-0.1525404525,53.4200000000,11.1961777750,9168.5433500000,25.9419505000,134.3584025000,0.0831601083,156.0965962424,419.8627600000
90.1000000000,279.5714285714,56.6000000000,121.9541200000,1.9780288000,142.0300725000,284.2590100000,1953.5081750000,24.3000000000,79.0901862500,446.0286000000,4.4587732500,238.3080675000,66.0504565000,727.9000000000,56.3055720000,473.8290675000,67.6525377500,19.1000000000,1.8857267750,1.4212390200,-0.1524489675,53.4200000000,11.4601354500,9447.4094000000,26.5802010000,134.0941100000,0.0837777488,156.0965962424,416.4392575000
89.6000000000,248.0000000000,55.9000000000,121.2803125000,2.1070805250,128.0459150000,277.4755775000,2206.6396500000,20.6000000000,78.3594460000,446.0286000000,4.4711259500,228.9812575000,67.4734050000,727.8000000000,55.2896505000,460.2484075000,66.0112795000,23.5000000000,1.9764125750,1.4757524272,-0.1526347150,50.1100000000,10.9804351000,10692.8938500000,25.7891962500,135.3827625000,0.0845081640,156.0965962424,409.7615600000
89.6000000000,248.0000000000,55.9000000000,120.7533250000,3.0998983750,138.1916400000,276.9894825000,2491.4373500000,20.6000000000,77.0328437500,446.0286000000,4.4752319000,226.0037500000,71.0339975000,727.8000000000,50.7076470000,458.7273550000,66.4604442500,23.5000000000,1.8506510000,1.3362314925,-0.1526744800,50.1100000000,10.9260791000,13386.6677500000,27.0755685000,136.0772700000,0.0837918430,156.0965962424,409.9059000000
89.7000000000,248.0000000000,55.9000000000,121.3262775000,2.2513788500,141.7253375000,274.0636450000,2286.0776500000,20.6000000000,78.7899377500,446.0286000000,4.4718523250,225.9828700000,70.9571820000,727.8000000000,49.8121857500,440.8274725000,67.6633780000,23.5000000000,1.9667558250,1.4378523650,-0.1525606700,50.1100000000,11.6005210000,11836.4755000000,27.6595357500,135.1683775000,0.0842918995,156.0965962424,402.7604725000
89.4000000000,248.0000000000,55.9000000000,120.9769575000,3.1027862750,126.2368000000,282.1191975000,2639.4208250000,20.6000000000,79.0050907500,446.0286000000,4.4502859750,237.1498325000,76.7745745000,727.8000000000,48.5205787500,409.7342775000,67.3948547500,23.5000000000,1.7662429750,1.3834396700,-0.1526961025,50.1100000000,11.2317060000,20598.2320000000,25.1248292500,133.6830475000,0.0829950302,156.0965962424,419.0336325000
89.1000000000,248.0000000000,55.9000000000,120.7844950000,3.1265463750,139.7192500000,271.2095575000,2494.9083750000,20.6000000000,78.2277007500,446.0286000000,4.4156905000,235.8145975000,71.5891910000,727.8000000000,49.3248705000,461.8212700000,67.4651165000,23.5000000000,1.8610081000,1.4151445375,-0.1527023500,50.1100000000,11.0745451750,15646.6032500000,25.5877250000,134.7792575000,0.0818213100,156.0965962424,414.7340475000
89.4000000000,248.0000000000,55.9000000000,120.6150375000,3.1190199500,135.9968825000,263.1875825000,2291.2150250000,20.6000000000,77.0802740000,446.0286000000,4.4238425750,234.2279975000,70.2276477500,727.8000000000,50.5188497500,452.6050525000,65.8813755000,23.5000000000,1.8364346750,1.4140984965,-0.1527047875,50.1100000000,11.2818966750,12205.3917500000,26.3523332500,134.0557200000,0.0817745593,156.0965962424,402.0394750000
89.2000000000,248.0000000000,55.9000000000,122.3351700000,3.0979870500,129.0106375000,282.2695375000,2253.4623500000,20.6000000000,81.3931172500,446.0286000000,4.4093567750,249.9233750000,62.6492080000,727.8000000000,49.0391525000,372.6046600000,68.9521677500,23.5000000000,1.8785387750,1.4245762225,-0.1527020000,50.1100000000,11.4018529500,15416.4205000000,26.1659075000,134.5842425000,0.0890302067,156.0965962424,426.1481850000
89.2000000000,172.4285714286,59.3000000000,121.4474850000,3.0712738000,129.1784000000,271.0897400000,2400.3336750000,17.2000000000,80.0483142500,446.0286000000,4.3859281500,247.6925550000,67.5061097500,723.4000000000,49.1981522500,414.6871150000,68.3181595000,23.5000000000,1.8095736500,1.3347952900,-0.1526983150,42.9600000000,10.9768578250,14853.0235000000,25.4893360000,135.3907375000,0.0813338682,156.0965962424,417.6530725000
88.6000000000,172.4285714286,59.3000000000,122.0966575000,3.0732775000,138.0578700000,268.6706375000,2342.1308250000,17.2000000000,77.7476137500,446.0286000000,4.4027770000,240.3833675000,67.3634385000,723.4000000000,51.2381137500,464.3032875000,67.9495920000,23.5000000000,1.7470363750,1.4460410675,-0.1526931725,42.9600000000,11.6406517500,13297.8687500000,25.3678467500,135.6078650000,0.0811457873,156.0965962424,405.3694075000
89.1000000000,172.4285714286,59.3000000000,121.9756100000,3.0687014750,119.6388400000,283.9010950000,2293.3498500000,17.2000000000,79.1352682500,446.0286000000,4.3510203750,240.7888325000,68.2152615000,723.4000000000,49.4618622500,368.9901825000,68.0603732500,23.5000000000,2.0084130250,1.3651301650,-0.1323426675,42.9600000000,10.8896842250,16754.6055000000,25.6690527500,134.0994375000,0.0881090988,156.0965962424,415.3845600000
89.3000000000,172.4285714286,59.3000000000,122.2285500000,3.0756279750,133.1061200000,282.8449350000,2267.4186750000,17.2000000000,80.4937505000,446.0286000000,4.3239130500,243.9978200000,69.2912455000,723.4000000000,48.9322640000,400.1056275000,68.6317182500,23.5000000000,1.7567594750,1.3302467575,-0.1327810283,42.9600000000,11.0490043250,15212.2037500000,25.8445652500,134.6570100000,0.0851169253,156.0965962424,417.6955050000
88.4000000000,172.4285714286,59.3000000000,122.7551375000,3.0752240750,141.9297525000,281.6094250000,2049.9489750000,17.2000000000,79.8279205000,446.0286000000,4.2950650000,243.7325075000,60.9647202500,723.4000000000,55.1345422500,424.9188025000,67.5158380000,23.5000000000,1.9716177250,1.2918707050,-0.1513950725,42.9600000000,10.9642023750,11611.1401250000,24.8240007500,134.9523825000,0.0861611827,156.0965962424,409.5529950000
88.5000000000,153.4285714286,58.5000000000,121.6531350000,3.0705782750,127.5328575000,274.8557750000,1989.3832000000,17.6000000000,79.6395212500,446.0286000000,4.5268607500,236.9887875000,74.7828477500,720.8000000000,55.2305320000,439.2990800000,67.7457465000,23.9000000000,1.8297227000,1.3853079100,-0.1516582200,45.1500000000,10.8611010750,8506.1973500000,27.6930365000,135.2361075000,0.0845029765,156.0965962424,419.9582700000
87.6000000000,153.4285714286,58.5000000000,124.0900700000,3.0695684000,144.1386550000,275.2548875000,2039.6824000000,17.6000000000,78.2513260000,446.0286000000,4.5474013500,226.7195825000,62.1974902500,720.8000000000,55.7298662500,454.8379675000,67.4215420000,23.9000000000,1.9028925750,1.2154633550,-0.1495684857,45.1500000000,11.8387997500,12679.8677500000,27.7041202500,135.1849950000,0.0818877037,156.0965962424,405.9948275000
85.3000000000,153.4285714286,58.5000000000,110.9423250000,3.0757449000,62.0154067500,271.3263150000,2482.2621750000,17.6000000000,77.0121742500,446.0286000000,4.4850893000,228.1183225000,64.5926425000,720.8000000000,59.1659420000,490.4752250000,67.0335952500,23.9000000000,1.9681694000,1.1794415245,-0.1338402735,45.1500000000,7.8206921750,9689.4812000000,24.6166182500,131.7475800000,0.0816443518,156.0965962424,400.8956075000
88.7000000000,126.8571428571,58.9000000000,121.6710400000,3.0780979000,135.3745600000,264.7676400000,1948.3425500000,18.8000000000,79.1716495000,446.0286000000,4.4773984250,247.4778675000,65.2970902500,723.1000000000,56.4049567500,485.6951450000,68.1382240000,22.3000000000,1.9979592500,1.2316462700,-0.1527073650,47.3400000000,10.2503397750,7456.0090250000,23.4419212500,135.2186100000,0.0808478345,156.0965962424,405.1704000000
88.6000000000,126.8571428571,58.9000000000,123.0709850000,3.0707341000,142.3367300000,275.4410925000,2055.2371250000,18.8000000000,79.9973902500,446.0286000000,4.4888679750,241.9440800000,67.8485282500,723.1000000000,55.9105365000,455.1455575000,68.3582910000,22.3000000000,1.7577289500,1.3938144525,-0.1502344950,47.3400000000,11.0229059750,10345.2256500000,25.5903555000,135.9168625000,0.0834164475,156.0965962424,403.9001200000
88.7000000000,126.8571428571,58.9000000000,121.9566525000,3.0725704500,142.3228850000,269.8000600000,1962.3400750000,18.8000000000,78.8163355000,446.0286000000,4.4461414250,225.6604525000,77.4233867500,723.1000000000,57.1269290000,451.1122200000,65.1466165000,22.3000000000,1.8701239250,1.2640504350,-0.1526985175,47.3400000000,10.6627391500,8574.8709500000,25.2962432500,134.9305725000,0.0834754240,156.0965962424,403.3054075000
89.0000000000,99.5714285714,56.9000000000,122.2337400000,3.0743815250,143.4654725000,263.3661525000,2052.5882500000,22.6000000000,78.3511882500,437.2790975000,4.4569221750,221.8776825000,73.1536050000,725.7000000000,59.0041182500,461.7500400000,64.4334355000,20.5000000000,1.8473283500,1.2263101200,-0.1526976800,47.8900000000,10.7522744250,10257.1311750000,23.7883665000,135.5125600000,0.0837818340,156.0965962424,416.1178450000
88.4000000000,99.5714285714,56.9000000000,121.7876525000,3.0381226750,142.4339325000,262.2313750000,2065.8923750000,22.6000000000,77.3001295000,426.7701150000,4.6700638000,214.4025425000,73.5747797500,725.7000000000,51.4285632500,428.3654500000,65.3105052500,20.5000000000,1.7587690250,1.4632979025,-0.1526930575,47.8900000000,9.9798451000,10001.4647500000,26.9518307500,135.7236025000,0.0838419347,156.0965962424,446.3381725000
88.7000000000,99.5714285714,56.9000000000,123.1239375000,3.0670626750,137.9757350000,276.9734475000,2106.2189750000,22.6000000000,78.6671735000,422.6814600000,4.6558803250,226.0002250000,56.7631320000,725.7000000000,50.5342925000,410.6451400000,67.2036707500,20.5000000000,1.6915029500,1.1646702725,-0.1526982025,47.8900000000,10.8076737000,13662.9552500000,30.5191447500,135.5645200000,0.0869910183,156.0965962424,429.8144900000
88.2000000000,99.5714285714,56.9000000000,122.9810675000,3.0701438000,130.9765375000,265.1373575000,2095.9377000000,22.6000000000,77.6182207500,426.9323850000,4.6430981250,222.8077450000,79.9400770000,725.7000000000,51.9143662500,451.1245425000,67.8620755000,20.5000000000,1.9411926750,1.1240659100,-0.1527051000,47.8900000000,9.8748241000,12310.4852500000,29.8807032500,136.3241800000,0.0796444990,156.0965962424,427.2561175000
88.2000000000,99.5714285714,56.9000000000,124.0505525000,3.0707274500,133.1205700000,267.2779325000,2273.8339500000,22.6000000000,77.8624837500,421.5969800000,4.6737796250,221.9532325000,74.0313192500,725.7000000000,49.8288455000,444.5836325000,68.0940442500,20.5000000000,1.8291478500,1.0709352175,-0.1527035100,47.8900000000,10.9131125250,15735.8500000000,29.9848740000,136.7072400000,0.0801553113,156.0965962424,426.4757725000
87.8000000000,126.5714285714,56.3000000000,119.2935400000,3.0743415500,124.5338225000,251.2622050000,2591.5007000000,18.9000000000,77.3289990000,420.9387100000,4.5918335500,232.4886250000,62.2676032500,723.4000000000,52.6751700000,425.9647750000,67.6598910000,24.8000000000,1.9302003250,1.2088049822,-0.1527011700,49.5400000000,8.8069697750,15830.6352500000,30.2376475000,135.8587350000,0.0826199783,156.0965962424,393.9300175000
87.9000000000,126.5714285714,56.3000000000,113.9171250000,3.0701229000,63.6633090000,266.0035175000,2369.7445000000,18.9000000000,76.7945097500,421.9266425000,4.7147737000,214.3496600000,70.0304602500,723.4000000000,58.9141902500,402.1442650000,64.5344065000,24.8000000000,1.9905487250,0.8287414180,-0.1527020850,49.5400000000,7.4037846250,7328.4336000000,29.4785035000,135.1731750000,0.0885638475,156.0965962424,395.0909750000
87.5000000000,126.5714285714,56.3000000000,113.8353900000,3.0694015250,54.8216952500,268.9247675000,2516.8633250000,18.9000000000,81.1537377500,422.9145750000,4.6272186500,250.0285225000,67.4090415000,723.4000000000,54.8456885000,409.9662925000,67.9037932500,24.8000000000,1.9190843500,1.0899824075,-0.1524495650,49.5400000000,6.3657108750,9113.1550500000,29.2138290000,136.1189050000,0.0884025400,156.0965962424,411.6582225000
88.6000000000,307.5714285714,56.0000000000,114.9036350000,3.0677405500,58.2603675000,270.5631900000,2051.4554750000,20.7000000000,76.8748337500,425.3844175000,3.0488096500,245.3008925000,63.9239357500,726.5000000000,55.6428087500,330.5609800000,69.6002487500,23.3000000000,1.7462644000,1.2206257300,-0.0840208137,50.6400000000,5.4868872500,10414.8283500000,27.9954602500,136.5842800000,0.0902556535,156.0965962424,425.2098875000
89.1000000000,307.5714285714,56.0000000000,121.5694125000,3.0709366500,51.9636237500,281.1866625000,2067.4914500000,20.7000000000,79.7713860000,443.1065975000,3.9724990500,251.5929050000,71.2869795000,726.5000000000,55.4179342500,479.0253225000,68.7546292500,23.3000000000,1.8636919500,1.0261113175,-0.1526964375,50.6400000000,9.1394641500,11700.7873750000,26.4075177500,135.8850400000,0.0822145190,156.0965962424,429.7225425000
89.8000000000,313.0000000000,56.8000000000,129.9065700000,3.0688350000,136.3713625000,266.4133100000,1531.8231750000,22.8000000000,82.2937540000,408.5754550000,4.3970245000,250.4576550000,61.1617107500,725.8000000000,57.6582102500,537.7507925000,73.1713602500,20.4000000000,1.9785720000,1.0997620250,-0.1527027750,49.5400000000,12.5062147500,6753.6843500000,26.4450722500,137.5464700000,0.0808226662,156.0965962424,408.0727575000
90.4000000000,313.0000000000,56.8000000000,131.6804950000,3.0665302000,118.2898775000,284.5383075000,1597.9648250000,22.8000000000,81.4537457500,434.8927450000,4.5230084750,249.9966250000,61.0179640000,725.8000000000,55.0750880000,466.5878750000,71.4411292500,20.4000000000,1.7423807000,1.2025969050,-0.1511559025,49.5400000000,12.9403275000,13907.7025000000,30.9300737500,136.3881375000,0.0861352213,156.0965962424,414.1884500000
89.2000000000,313.0000000000,56.8000000000,128.0188825000,3.0702900250,135.1118750000,265.3456925000,1587.8784750000,22.8000000000,77.8864095000,415.7109975000,4.5311576000,234.2871900000,63.8035600000,725.8000000000,58.8357327500,561.2861025000,70.2505922500,20.4000000000,1.7169820250,1.2249391180,-0.1526985875,49.5400000000,11.5249238750,6819.7083000000,31.0669125000,136.6648300000,0.0814989343,156.0965962424,404.3105400000
89.4000000000,312.5714285714,56.3000000000,130.1752625000,3.0650356000,118.7102700000,283.1982550000,1438.9853250000,23.5000000000,81.5399870000,383.5300100000,4.6356208250,249.9026700000,54.6255145000,733.5000000000,52.2586125000,537.2785175000,72.1522795000,20.2000000000,1.6962325250,1.2580204663,-0.1525286425,48.4400000000,11.8186916000,8274.4017000000,30.6882602500,136.9461625000,0.0905563242,156.0965962424,407.1347475000
89.4000000000,312.5714285714,56.3000000000,131.8294275000,3.0639183000,134.5061250000,293.3974350000,1492.7147000000,23.5000000000,83.4486557500,351.3490500000,5.3630899500,249.8143650000,51.0884835000,733.5000000000,53.0690567500,500.7405775000,70.3884887500,20.2000000000,1.8408734250,1.2563782875,-0.1495212150,48.4400000000,12.5866630000,11312.7887500000,29.7052972500,138.0032725000,0.0951822233,156.0965962424,433.1904075000
90.2000000000,225.8571428571,52.5000000000,130.6552050000,3.0147349500,137.9258675000,307.0276225000,1821.1228000000,24.8000000000,82.1198230000,425.0032225000,5.6507572750,238.1532925000,45.6998115000,729.7000000000,57.1310207500,531.7074075000,69.3436857500,22.7000000000,2.0450443750,1.1514597618,-0.0738943238,48.7500000000,10.2282026250,17483.9940000000,30.8847110000,139.0565100000,0.1070452200,168.7641975000,414.3776450000
90.0000000000,225.8571428571,52.5000000000,126.3824400000,3.0133337000,125.9436325000,277.0253300000,1751.0912750000,24.8000000000,80.4504800000,417.5971375000,5.6676592250,213.5603475000,44.7264230000,729.7000000000,57.5704977500,561.3887200000,68.8247037500,22.7000000000,1.9151193500,1.1842935345,-0.1435065237,48.7500000000,8.5681359500,10006.7964750000,30.9963130000,137.7662325000,0.1051937375,161.6699050000,404.1709200000
89.8000000000,208.0000000000,57.7000000000,130.6402300000,3.0122098500,131.9179900000,296.7788475000,1582.0841250000,18.3000000000,83.4892735000,427.2937625000,5.7380819000,237.3972175000,43.3498205000,729.2000000000,56.5335915000,504.8072375000,69.1707945000,24.0000000000,0.5635986950,1.0859085675,-0.1478628150,48.7500000000,10.1798902500,6675.0954750000,30.4571195000,141.0696225000,0.1052200575,166.3325900000,429.1131925000
88.8000000000,208.0000000000,57.7000000000,129.9560575000,3.0127044500,136.6987900000,293.2100950000,1787.9667750000,18.3000000000,84.3645055000,430.3445525000,5.7223390500,241.9635750000,46.2177215000,729.2000000000,55.1108130000,517.9115475000,69.3146462500,24.0000000000,0.4110476400,1.0677095772,-0.1383170775,48.7500000000,9.9443829000,14086.7307500000,30.5098177500,139.3654425000,0.1186878500,165.1253200000,412.5456250000
89.3000000000,208.0000000000,57.7000000000,130.3325675000,3.0137126500,137.4543050000,295.3235550000,1678.6790250000,18.3000000000,84.5090262500,453.2164025000,5.7714520000,241.0472275000,45.4688355000,729.2000000000,54.0504942500,526.5279050000,68.8438660000,24.0000000000,0.4283345475,0.9410241733,-0.1328817665,48.7500000000,10.3838496750,12962.8181500000,29.8630762500,139.0721725000,0.1181701575,165.1631025000,433.8570125000
89.7000000000,254.4285714286,54.8000000000,131.0022025000,3.0143219000,139.1456075000,294.6500975000,1747.3158250000,22.1000000000,84.2657870000,438.6626900000,5.8298723750,250.0207625000,46.8900920000,738.7000000000,58.8029145000,517.5083025000,69.2868692500,23.1000000000,1.5122017250,1.1076186700,-0.0941132253,45.8200000000,10.3859878000,15067.7695000000,29.0919977500,139.1611825000,0.1132866325,165.7614900000,410.5043150000
89.6000000000,254.4285714286,54.8000000000,130.8879775000,3.0130860750,136.7962025000,299.1880300000,1698.7796000000,22.1000000000,83.2175310000,431.7242650000,5.6854021250,250.0567050000,45.5659415000,738.7000000000,55.8711425000,536.3913900000,69.8088642500,23.1000000000,1.5025739000,1.0163260652,-0.0858488462,45.8200000000,10.1016471000,13951.5838000000,29.1076372500,139.5539275000,0.1115798200,164.9525350000,412.9218700000
89.5000000000,254.4285714286,54.8000000000,130.8598825000,3.0138517250,138.7622125000,297.5061125000,1551.1833000000,22.1000000000,84.7627817500,430.8783800000,5.7050700750,249.9554575000,43.9507190000,738.7000000000,55.1532587500,555.9757375000,70.2091897500,23.1000000000,1.5028514250,1.0866489820,-0.0829993240,45.8200000000,10.2025327250,13300.1297500000,29.6098387500,137.9957325000,0.1790429175,165.4933900000,411.6658050000
89.0000000000,232.5714285714,56.1000000000,128.5738400000,3.0142718250,127.1442725000,288.2539750000,1770.4185750000,18.1000000000,81.8382042500,412.1823050000,5.6334791250,230.1921475000,45.2126220000,732.7000000000,51.6927257500,534.4118700000,68.7004040000,25.8000000000,1.5275131000,1.0518047950,-0.1053524110,42.8900000000,9.8315273500,13482.8587500000,29.8966482500,138.6928575000,0.1811103500,162.3840175000,412.9113000000
88.7000000000,232.5714285714,56.1000000000,128.8323375000,3.0131921750,123.1993500000,286.0676050000,1773.8455250000,18.1000000000,81.9320295000,416.7054825000,5.6216976750,233.1789500000,44.7966322500,732.7000000000,50.3508792500,566.2783775000,68.2143025000,25.8000000000,1.5305954500,0.9152201055,-0.1052357675,42.8900000000,10.0812441750,15828.5272500000,30.3691185000,137.1419575000,0.1844238850,162.4274050000,418.8724700000
89.1000000000,232.5714285714,56.1000000000,128.9562650000,3.0150453500,113.8925925000,288.9098875000,1385.8280000000,18.1000000000,82.1697255000,425.1175475000,5.5692106000,242.0143875000,44.7297707500,732.7000000000,46.3908587500,525.0715075000,69.2001140000,25.8000000000,1.5064212750,0.9804461545,-0.1081505495,42.8900000000,9.7450059500,4235.5003500000,30.8139152500,139.1911500000,0.1872406100,162.9059875000,426.7339700000
89.0000000000,232.5714285714,56.1000000000,131.2593400000,3.0132126500,119.2832100000,295.7986900000,1398.5769000000,18.1000000000,82.6545852500,430.5592450000,5.5591850250,233.3745650000,45.5013012500,732.7000000000,45.6566105000,555.1382575000,67.7334657500,25.8000000000,1.6326072500,1.0392184198,-0.1096388588,42.8900000000,10.4187481750,10026.2903750000,29.8571650000,138.2827750000,0.1915120425,164.9074275000,426.7362750000
89.8000000000,232.5714285714,56.1000000000,130.0300975000,3.0118313000,130.9675300000,289.1735300000,1412.6574500000,18.1000000000,82.1801500000,422.8880050000,5.6040862250,243.2918175000,44.8417210000,732.7000000000,46.0959885000,550.3213275000,69.1526365000,25.8000000000,1.5968435500,1.0655772805,-0.1463814650,42.8900000000,10.3416371500,9550.0327750000,31.0784137500,137.9291450000,0.1902919425,163.0938250000,431.8041875000
89.4000000000,232.5714285714,56.1000000000,129.2910500000,3.0125973500,115.0601500000,280.6327850000,1292.8891250000,18.1000000000,83.7090205000,406.4764350000,5.4833236250,249.9705525000,42.5162232500,732.7000000000,47.6389305000,562.3828775000,69.3196182500,25.8000000000,1.5419681500,1.0722350625,-0.1480282075,42.8900000000,9.9729419500,8943.4894500000,30.8579360000,135.9865275000,0.1855649275,161.5894700000,427.4466375000
89.9000000000,232.5714285714,56.1000000000,130.6157250000,3.0141967500,131.7148100000,294.5974450000,1026.6918300000,18.1000000000,85.0881927500,438.1352975000,5.4768733250,250.0520950000,41.8923912500,732.7000000000,56.8369527500,505.7626100000,69.1548627500,25.8000000000,1.5629040750,1.0093286875,-0.1409396175,42.8900000000,10.0660141750,4063.7343000000,30.3785975000,136.6749225000,0.1822858525,162.6944850000,428.2216800000
90.1000000000,231.4285714286,50.4000000000,129.7275525000,3.0136771250,131.6802000000,289.5833375000,1047.6725550000,23.4000000000,83.4763170000,443.4030650000,5.4886505500,251.2611425000,41.9342522500,735.1500000000,55.7235200000,510.2818275000,68.5263522500,26.2000000000,1.5075439750,1.0241504300,-0.1513961700,43.8200000000,9.9254243250,3609.0941000000,30.6479832500,136.3951100000,0.1791990825,161.7856875000,421.9010875000
90.2000000000,231.4285714286,50.4000000000,131.9902100000,3.0137212250,136.6885075000,306.3121250000,1015.5483875000,23.4000000000,84.5034862500,418.6294725000,5.6287729500,246.8600975000,42.0312000000,735.1500000000,52.6875937500,515.6451725000,67.5847385000,26.2000000000,1.5125337500,0.9686787655,-0.1034710530,43.8200000000,10.3325189500,5092.0823750000,30.5030215000,137.5519225000,0.1811793675,164.1150650000,424.4401025000
89.8000000000,231.4285714286,50.4000000000,131.4143650000,3.0153481750,131.4484000000,307.4804625000,1173.1780750000,23.4000000000,86.9765760000,443.0992725000,5.4486753500,250.8786450000,53.9009167500,735.1500000000,54.9539187500,477.2055600000,68.0568560000,26.2000000000,1.5337464000,0.9844638028,-0.1047636883,43.8200000000,10.4245180500,4786.8722250000,30.2823207500,139.1493975000,0.1977841825,163.1347425000,429.7680700000
90.1000000000,231.4285714286,50.4000000000,132.8934350000,2.2749918250,137.1654375000,299.1483425000,1186.4177000000,23.4000000000,82.9402992500,421.6976400000,5.5757792750,242.7989800000,55.9316385000,735.1500000000,60.2733650000,535.5919875000,68.2598705000,26.2000000000,1.5441129250,0.8866919675,-0.0974307758,43.8200000000,10.7561203250,7538.6601500000,31.6428612500,139.0642225000,0.1753273550,164.7838450000,411.7681500000
89.8000000000,231.4285714286,50.4000000000,130.8331625000,2.2764850250,134.3155850000,287.8541025000,1191.8285750000,23.4000000000,82.9743792500,432.2710725000,5.4350484000,247.1613750000,52.8586547500,735.1500000000,55.3793097500,541.1268525000,67.6969077500,26.2000000000,1.5494132750,1.0075842952,-0.1221826668,43.8200000000,10.2738564000,3568.7617250000,29.8813697500,138.9335800000,0.1744257375,161.2508725000,418.4903375000
90.0000000000,231.4285714286,50.4000000000,130.5305550000,2.2765434250,132.3361025000,285.2480275000,1269.5925500000,23.4000000000,83.3533702500,422.8950075000,5.4096972750,242.3656300000,43.2311732500,735.1500000000,58.4992397500,555.5749500000,68.2548995000,26.2000000000,1.5675740750,0.9985898172,-0.1315367983,43.8200000000,10.2073002500,3809.2186250000,30.5249915000,139.4142250000,0.1776863100,160.2697375000,417.3277425000
89.7000000000,231.4285714286,50.4000000000,131.3123350000,2.2750010000,132.6934350000,308.9568200000,1219.4273750000,23.4000000000,84.0225162500,416.5756275000,5.3876747000,247.3853825000,46.3074812500,735.1500000000,56.1182977500,505.3383375000,68.9085025000,26.2000000000,1.5450867500,1.0337554865,-0.1211183223,43.8200000000,10.9270318250,4347.2677500000,30.9073245000,139.2059125000,0.2007085475,161.5216650000,418.8740225000
89.4000000000,188.4285714286,52.3000000000,130.7562475000,2.3083312500,128.6754125000,307.2168725000,1538.0225000000,24.2000000000,84.0284250000,423.4355300000,5.7692396500,250.6788200000,39.8707645000,728.8000000000,58.2335820000,542.1152550000,68.4710950000,23.5000000000,1.5720918500,0.9670136198,-0.1448079300,42.7200000000,10.6967366750,7263.9254000000,30.5720020000,141.0398150000,0.1785673275,161.4414550000,421.8595150000
89.9000000000,188.4285714286,52.3000000000,128.7946500000,2.3087080500,144.1092450000,303.2268800000,1661.3281500000,24.2000000000,82.8173550000,427.7587875000,5.7632870500,243.9917675000,45.1355592500,728.8000000000,55.8112277500,535.3586575000,68.1745442500,23.5000000000,1.3904000750,0.9276027880,-0.0991491518,42.7200000000,10.3242051000,8671.1730500000,30.0688372500,140.7395575000,0.1846926600,159.4118425000,418.8468225000
89.1000000000,188.4285714286,52.3000000000,123.3193025000,2.2803888750,137.0075000000,294.4425325000,1686.5003250000,24.2000000000,83.8455120000,415.3246450000,5.4233143250,248.3266750000,47.9322637500,728.8000000000,57.9866177500,559.9437850000,68.2402062500,23.5000000000,1.5000387500,0.9542903513,-0.1395911875,42.7200000000,8.1668849000,4048.6604125000,31.3930170000,139.1131425000,0.1723029000,151.8334125000,428.6002275000
90.1000000000,162.2857142857,54.8000000000,124.3849525000,2.2797383500,140.1614725000,295.6529800000,1842.2585500000,23.9000000000,82.2527925000,421.3487200000,5.4852013000,232.5519725000,48.1173710000,718.3000000000,53.4743705000,556.4867950000,67.1548850000,21.3000000000,1.4954872500,0.8702798285,-0.0910403640,42.7200000000,9.5000402500,5001.8484500000,30.1672320000,140.1431050000,0.1705836250,153.2739100000,407.5874525000
88.8000000000,162.2857142857,54.8000000000,123.3665000000,2.2792081000,127.9705800000,280.5059625000,1954.7947500000,23.9000000000,80.2409492500,411.7469825000,5.3298963250,216.9886550000,48.6060747500,718.3000000000,51.6156297500,509.1329375000,65.9442390000,21.3000000000,1.3383968250,0.9197064117,-0.0870411485,42.7200000000,8.0384104250,8700.9276250000,31.1035467500,140.2843950000,0.1766451350,151.2924425000,410.0016425000
