Liu,RON,BaoHeTing,XiTing,FangTing,Xiu,MiDu,JiaoTan,S,JiaoTan_2,S_2,S-ZORB.FT_1003.PV,S-ZORB.FC_1101.PV,S-ZORB.PC_6001.PV,S-ZORB.PT_6002.PV,S-ZORB.PC_1301.PV,S-ZORB.FC_1203.PV,S-ZORB.PT_1501.PV,S-ZORB.FT_5201.PV,S-ZORB.TE_1103.DACA,S-ZORB.FT_9002.DACA,S-ZORB.PC_9002.DACA,S-ZORB.PC_3301.DACA,S-ZORB.TE_1501.DACA,S-ZORB.LT_2901.DACA,S-ZORB.ZT_2533.DACA,S-ZORB.FT_2433.DACA,S-ZORB.TE_2401.DACA,S-ZORB.SIS_TE_2802,S-ZORB.TE_5002.DACA,S-ZORB.TE_5006.DACA,S-ZORB.TE_5003.DACA,S-ZORB.TE_5201.DACA,S-ZORB.TE_5101.DACA,S-ZORB.PDT_2704.DACA,S-ZORB.PDC_2702.DACA,S-ZORB.TE_6001.DACA,S-ZORB.FC_5103.DACA,S-ZORB.PC_2401B.DACA,S-ZORB.FT_3701.DACA,S-ZORB.LC_2601.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2603.DACA,S-ZORB.TE_2003.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.PC_2401.PIDA.OP,S-ZORB.PC_2401.PIDA.SP,S-ZORB.PDT_3002.DACA,S-ZORB.PT_2901.DACA,S-ZORB.PT_7503B.DACA,S-ZORB.PT_7107B.DACA,S-ZORB.PT_1604.DACA,S-ZORB.TE_1605.DACA,S-ZORB.TE_1604.DACA,S-ZORB.TXE_3201A.DACA,S-ZORB.TE_3112.DACA,S-ZORB.FC_5001.DACA,S-ZORB.TC_3102.DACA,S-ZORB.AT-0001.DACA.PV,S-ZORB.AT-0009.DACA.PV,S-ZORB.AT-0010.DACA.PV,S-ZORB.AT-0013.DACA.PV,S-ZORB.TE_2104.DACA.PV,S-ZORB.PT_2106.DACA.PV,S-ZORB.FT_5102.DACA.PV,S-ZORB.TE_1103.DACA.PV,S-ZORB.TE_1104.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.TE_1106.DACA.PV,S-ZORB.TE_1107.DACA.PV,S-ZORB.TE_1101.DACA.PV,S-ZORB.CAL.SPEED.PV,S-ZORB.CAL.LEVEL.PV,S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.FT_1006.DACA.PV,S-ZORB.FT_5204.DACA.PV,S-ZORB.FT_1503.DACA.PV,S-ZORB.FT_1504.DACA.PV
231.4285714286,90.2000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,3.4400000000,9.6800000000,1.3800000000,7.0600000000,52.6875937500,134.9655950000,-0.1034710530,-0.2406291400,3.0003731000,10.3325189500,1.5125337500,136.6885075000,365.6672075000,515.6451725000,0.3801735550,0.3501915175,22.8427940000,24.7482252500,55.3035017500,4.8209624000,273.8525725000,306.3121250000,131.9902100000,137.5519225000,63.0065287500,42.0312000000,47.2818925000,37.9312892500,30.5030215000,376.8689275000,5092.0823750000,0.9686787655,54.1770305000,67.5847385000,418.6294725000,444.9818375000,414.9927875000,29.7373752500,45.8758616450,1.1323552740,0.6841134250,534.3884425000,0.1811793675,3.0137212250,0.1713705850,411.7068325000,414.0986500000,424.4401025000,84.5034862500,1015.5483875000,246.8600975000,0.5208739050,0.4311865925,0.5344460650,0.9460094900,421.9066875000,4.8025268250,45.8230952500,365.6672075000,352.4513625000,421.7944050000,164.1150650000,118.6201400000,140.5405500000,5.6287729500,76.2111017500,2.3443752750,0.0000000000,873.0709225000,2177.5577000000,2211.8598500000
231.4285714286,89.8000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,3.2200000000,8.5100000000,1.4700000000,6.6500000000,54.9539187500,129.9071850000,-0.1047636883,-0.2303968200,3.0008190500,10.4245180500,1.5337464000,131.4484000000,368.1157675000,477.2055600000,0.3792366400,0.3499305950,22.9546447500,24.7310412500,56.0924740000,4.7830074500,275.2234700000,307.4804625000,131.4143650000,139.1493975000,72.1130552500,53.9009167500,48.8954932500,41.0589227500,30.2823207500,368.6872650000,4786.8722250000,0.9844638028,36.2324702500,68.0568560000,443.0992725000,461.6695925000,419.3051800000,31.0315405000,49.1775896250,1.1521850633,0.6708018250,529.6584600000,0.1977841825,3.0153481750,0.1686819275,414.6875700000,416.8491575000,429.7680700000,86.9765760000,1173.1780750000,250.8786450000,0.5262287900,0.4338513375,0.5389924700,0.5683092200,425.8484300000,4.7806472500,0.0000000000,368.1157675000,356.4442175000,425.5690200000,163.1347425000,118.4786375000,139.6609950000,5.4486753500,75.3828197500,2.3157048750,0.0000000000,1286.0580750000,1870.5876000000,2658.0876750000
231.4285714286,90.1000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,3.4800000000,10.6700000000,0.9000000000,6.3500000000,60.2733650000,135.0580375000,-0.0974307758,-0.1904609975,3.0015164750,10.7561203250,1.5441129250,137.1654375000,368.0146375000,535.5919875000,0.3800745825,0.3500112100,22.4198112500,22.8605940000,56.8814467500,4.7377079250,265.6875875000,299.1483425000,132.8934350000,139.0642225000,55.5038490000,55.9316385000,46.3543860000,33.1222027500,31.6428612500,381.8104450000,7538.6601500000,0.8866919675,34.6180657500,68.2598705000,421.6976400000,446.5668175000,418.0493175000,30.1158437500,46.3161281000,1.0272933755,0.8572218100,547.9782450000,0.1753273550,2.2749918250,0.1737319825,415.3914575000,417.7300350000,411.7681500000,82.9402992500,1186.4177000000,242.7989800000,0.5204695825,0.4314683400,0.5320261450,0.5856754500,424.7515350000,4.8034248250,215.2936775000,368.0146375000,356.0132725000,424.6978850000,164.7838450000,120.1281550000,141.1610825000,5.5757792750,76.1974642500,2.4089014000,0.0000000000,1699.0452000000,1752.9571750000,2495.5891500000
231.4285714286,89.8000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,6.8100000000,13.1100000000,3.9700000000,12.6700000000,55.3793097500,130.6345575000,-0.1221826668,-0.2579950450,2.9992917500,10.2738564000,1.5494132750,134.3155850000,368.8985625000,541.1268525000,0.3801377450,0.3499281800,22.0331200000,21.2046950000,58.0649065000,4.6924530500,273.0150975000,287.8541025000,130.8331625000,138.9335800000,60.2562827500,52.8586547500,40.2737447500,37.6413870000,29.8813697500,363.9010200000,3568.7617250000,1.0075842952,41.0932627500,67.6969077500,432.2710725000,446.2196000000,419.8977250000,29.6682132500,46.4487493375,1.1080898198,0.7255118150,529.0478175000,0.1744257375,2.2764850250,0.1726064025,415.4415125000,417.9097500000,418.4903375000,82.9743792500,1191.8285750000,247.1613750000,0.5327029150,0.4467845975,0.5319379575,0.8943625025,427.0168450000,4.8055718500,226.9726350000,368.9013150000,358.7259800000,426.8508675000,161.2508725000,117.5558750000,138.2741925000,5.4350484000,75.6738507500,2.3260183000,0.0000000000,501.6631175000,2205.0057500000,2410.9772500000
231.4285714286,90.0000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,1.5800000000,7.4500000000,0.6000000000,3.3000000000,58.4992397500,131.0838350000,-0.1315367983,-0.2663270550,2.9994554250,10.2073002500,1.5675740750,132.3361025000,364.6842150000,555.5749500000,0.3808511725,0.3498709975,22.6057045000,19.5874345000,58.8538792500,4.6933524500,269.6232375000,285.2480275000,130.5305550000,139.4142250000,61.1332267500,43.2311732500,40.4814450000,38.4798275000,30.5249915000,359.3143900000,3809.2186250000,0.9985898172,41.0632352500,68.2548995000,422.8950075000,450.9971650000,416.6954425000,28.9580945000,47.1511288750,1.0720072935,0.7509823125,527.4265050000,0.1776863100,2.2765434250,0.1699418200,411.9006650000,414.1934925000,417.3277425000,83.3533702500,1269.5925500000,242.3656300000,0.5149993025,0.4430484950,0.5375336050,0.7001077850,424.2931575000,4.8040237250,222.2826350000,364.6892175000,356.0619500000,423.8722975000,160.2697375000,117.8151125000,137.7175000000,5.4096972750,75.7204537500,2.3172217250,0.0000000000,3.1451949975,2020.3387750000,2650.5839250000
231.4285714286,89.7000000000,50.4000000000,23.4000000000,26.2000000000,43.8200000000,735.1500000000,1.5800000000,7.4500000000,0.6000000000,3.3000000000,56.1182977500,130.0122625000,-0.1211183223,-0.2470403625,2.9999598750,10.9270318250,1.5450867500,132.6934350000,368.3128050000,505.3383375000,0.3799981525,0.3500005825,22.1975775000,17.3316695000,59.4456085000,4.5253646475,268.9462825000,308.9568200000,131.3123350000,139.2059125000,61.0727192500,46.3074812500,45.1094035000,41.5515027500,30.9073245000,361.2192850000,4347.2677500000,1.0337554865,41.5657707500,68.9085025000,416.5756275000,450.5487825000,419.6535700000,32.3101820000,46.1720265000,1.1317065760,0.7578729250,541.5375025000,0.2007085475,2.2750010000,0.1720543150,415.5337975000,418.0291875000,418.8740225000,84.0225162500,1219.4273750000,247.3853825000,0.5198759025,0.4411477650,0.5362075225,0.4288264625,426.2856100000,4.7901330750,229.8342625000,368.3128050000,358.4303550000,425.9980975000,161.5216650000,118.9852800000,138.9732375000,5.3876747000,75.4763850000,2.3532099750,246.7539050000,90.7106675000,1864.9675500000,2497.9519250000
188.4285714286,89.4000000000,52.3000000000,24.2000000000,23.5000000000,42.7200000000,728.8000000000,2.5400000000,5.9700000000,0.9600000000,4.5900000000,58.2335820000,139.9239225000,-0.1448079300,-0.2695467650,3.0296750250,10.6967366750,1.5720918500,128.6754125000,368.9367375000,542.1152550000,0.3803149150,0.3500889825,22.3305840000,16.7580805000,60.8263105000,4.7629831500,273.2609100000,307.2168725000,130.7562475000,141.0398150000,56.1859162500,39.8707645000,46.0454472500,33.9749417500,30.5720020000,369.1831775000,7263.9254000000,0.9670136198,40.7349310000,68.4710950000,423.4355300000,458.2448650000,417.4542450000,31.8174260000,50.5220304500,1.0933985230,0.7386922150,524.6891750000,0.1785673275,2.3083312500,0.1721391275,414.6179550000,416.8845875000,421.8595150000,84.0284250000,1538.0225000000,250.6788200000,0.5161302975,0.4379954075,0.5326101525,0.5503837600,425.6286375000,4.7818533500,229.4921175000,368.9367375000,356.9669575000,425.7151250000,161.4414550000,117.4072125000,138.3250400000,5.7692396500,76.8486540000,2.3503545750,55.8294762500,295.0300900000,2003.6013750000,2576.9467250000
188.4285714286,89.9000000000,52.3000000000,24.2000000000,23.5000000000,42.7200000000,728.8000000000,2.7100000000,6.8000000000,1.0700000000,5.1400000000,55.8112277500,139.6907850000,-0.0991491518,-0.2412340900,3.0289458250,10.3242051000,1.3904000750,144.1092450000,363.9623475000,535.3586575000,0.3799508800,0.3501377675,22.0879912500,13.9880807500,61.6152845000,4.7624974750,262.5652550000,303.2268800000,128.7946500000,140.7395575000,60.0241992500,45.1355592500,48.7882277500,38.7845615000,30.0688372500,370.2712275000,8671.1730500000,0.9276027880,40.6833937500,68.1745442500,427.7587875000,457.0828325000,414.6541375000,30.9816660000,39.6354672250,1.1051221675,0.7377305450,520.9392050000,0.1846926600,2.3087080500,0.1666094875,412.1682550000,414.4644250000,418.8468225000,82.8173550000,1661.3281500000,243.9917675000,0.5137012450,0.4305181350,0.5398929900,0.9298441550,422.4004775000,4.7903152000,234.9128550000,363.9623475000,354.1275200000,422.2615775000,159.4118425000,116.4678200000,136.6000000000,5.7632870500,76.7536332500,2.3328271250,97.9825925000,411.7840525000,1789.5281250000,2522.7987750000
188.4285714286,89.1000000000,52.3000000000,24.2000000000,23.5000000000,42.7200000000,728.8000000000,3.2500000000,7.5200000000,1.2600000000,5.6800000000,57.9866177500,131.9877800000,-0.1395911875,-0.2455567600,3.0303030250,8.1668849000,1.5000387500,137.0075000000,363.3928225000,559.9437850000,0.3799807075,0.3500610575,22.1848382500,11.9353420000,62.4042577500,4.8025330750,270.2712400000,294.4425325000,123.3193025000,139.1131425000,63.5993175000,47.9322637500,47.7567457500,45.3328765000,31.3930170000,364.2383275000,4048.6604125000,0.9542903513,42.4678665000,68.2402062500,415.3246450000,454.4947825000,417.6114900000,31.8177550000,45.5228335500,1.0756332400,0.7155160925,523.2798050000,0.1723029000,2.2803888750,0.1708715175,412.9708975000,416.4471750000,428.6002275000,83.8455120000,1686.5003250000,248.3266750000,0.5252814225,0.4427239750,0.5362354050,0.4591389525,425.0391800000,4.8025711250,225.3217050000,363.3928225000,356.4755950000,424.6773925000,151.8334125000,109.1693150000,129.2416975000,5.4233143250,75.5747667500,2.3756127000,64.4370752500,528.5380150000,1272.6277825000,2388.3823000000
162.2857142857,90.1000000000,54.8000000000,23.9000000000,21.3000000000,42.7200000000,718.3000000000,5.6000000000,7.9000000000,3.3400000000,7.6400000000,53.4743705000,134.9915850000,-0.0910403640,-0.2223491125,3.0304721750,9.5000402500,1.4954872500,140.1614725000,365.4636300000,556.4867950000,0.3800941525,0.3501807600,22.1545647500,8.4903963250,63.5877177500,4.6379560000,260.2355700000,295.6529800000,124.3849525000,140.1431050000,62.4405452500,48.1173710000,43.4661132500,38.6969175000,30.1672320000,369.9821150000,5001.8484500000,0.8702798285,37.0817052500,67.1548850000,421.3487200000,443.9673450000,418.2668250000,30.0329877500,39.4691603150,0.9825413775,31.2882552500,538.6932775000,0.1705836250,2.2797383500,0.1695550475,414.4093500000,417.9480350000,407.5874525000,82.2527925000,1842.2585500000,232.5519725000,0.5149435675,0.4345311625,0.5342759450,0.5284321125,425.3292725000,4.8053211250,213.5275800000,365.4636300000,357.7447750000,425.1819150000,153.2739100000,110.5766750000,130.4874200000,5.4852013000,76.0863415000,2.3188421250,98.7634179250,703.6689600000,1265.2549075000,2760.1564500000
162.2857142857,88.8000000000,54.8000000000,23.9000000000,21.3000000000,42.7200000000,718.3000000000,6.0400000000,8.4000000000,3.8100000000,8.0300000000,51.6156297500,130.0688325000,-0.0870411485,-0.2261101800,3.0292078000,8.0384104250,1.3383968250,127.9705800000,362.2650725000,509.1329375000,0.3799172650,0.3484845200,22.1008527500,5.9574908750,64.3766912500,4.6816999250,246.3007750000,280.5059625000,123.3665000000,140.2843950000,61.8311165000,48.6060747500,47.0705782500,47.1246637500,31.1035467500,357.0183100000,8700.9276250000,0.9197064117,42.1673275000,65.9442390000,411.7469825000,428.1043250000,414.8527100000,28.1613177500,39.8895830500,0.9995637013,24.8366062500,538.8493475000,0.1766451350,2.2792081000,0.1713641675,410.0128400000,413.2845900000,410.0016425000,80.2409492500,1954.7947500000,216.9886550000,0.5166617725,0.4382396650,0.5296062525,0.4614370375,421.0820650000,4.7960892000,227.2824400000,362.2650725000,355.7357325000,420.9603150000,151.2924425000,109.8602175000,129.9633275000,5.3298963250,75.4609115000,2.3475421250,123.0401092750,820.4229150000,2820.9950250000,1267.0231250000
162.2857142857,88.3000000000,54.8000000000,23.9000000000,21.3000000000,42.7200000000,718.3000000000,6.3300000000,8.5800000000,3.8100000000,8.2400000000,44.1018090000,126.4595075000,-0.1517226700,-0.3501735400,3.0291321750,10.4210495500,1.6661482250,122.4844472500,365.0019375000,495.4165325000,0.3798247875,0.3526541925,21.7827717500,4.7954727500,65.1656642500,4.5219019250,250.1626650000,287.3939975000,122.4547200000,138.6793800000,65.7080017500,47.3007610000,50.0855172500,30.3298177500,31.3183920000,340.0376925000,8345.8612000000,1.1471967145,43.8163827500,66.4461812500,429.1079425000,446.5590525000,418.4157950000,43.1691010000,41.0082201500,1.2243054818,24.6886995000,532.2987600000,2.1746263000,2.1784005000,0.1696031100,412.9773925000,416.1319475000,414.1562575000,81.6945947500,1982.7524750000,222.5930625000,0.5276721675,0.4421367275,0.5356211875,0.4668818000,424.7141175000,4.7062258250,231.0202350000,365.0008250000,359.9003700000,424.6215525000,149.6199450000,110.7469225000,129.7097575000,5.0817035250,74.8288622500,2.3538736250,76.1057982500,937.1768575000,565.6438537500,4.1022075000
167.0000000000,87.3000000000,57.0000000000,21.5000000000,21.5000000000,58.1100000000,734.3000000000,6.3800000000,10.6200000000,1.6100000000,6.9500000000,50.0062317500,120.0593250000,-0.1527023800,-0.4614558500,3.2001728250,8.4590720000,1.5696886000,59.2754435000,368.9487200000,394.0580900000,0.3793938550,0.3507031675,21.9072232500,-0.0075447685,101.1773350000,5.1661080000,249.6128750000,263.7904425000,117.4221400000,135.5125125000,65.0997120000,42.4999487500,47.9104680000,50.6047080000,31.1738467500,338.5781800000,4588.5853500000,1.1835041850,21.6154740000,46.0818877500,463.1662200000,410.2501425000,421.1575625000,33.9972707500,54.1805935750,1.2789524075,29.5606532500,539.1797800000,0.1338961550,0.0131648385,0.1597390950,411.1903450000,415.3171425000,351.3577950000,77.0362775000,1686.8819750000,203.9226900000,0.5535638450,0.6747688750,0.5937736100,0.4007011900,425.7321400000,5.7810790250,0.0000000000,368.9491100000,355.3223825000,425.7395250000,147.7883175000,98.1309017500,123.6211125000,5.3853084750,12579.2947500000,2.1763038250,0.0000000000,78.8773315000,61.5610907500,507.1013300000
167.0000000000,87.5000000000,57.0000000000,21.5000000000,21.5000000000,58.1100000000,734.3000000000,5.5400000000,9.5600000000,3.4500000000,7.4900000000,49.8412260000,124.9613300000,-0.1526995050,-0.3842542250,3.2001804250,8.3069620750,1.5666775250,62.0438152500,368.6443800000,426.4899850000,0.3775948875,0.3467722100,22.1271325000,-0.0049260818,101.1783250000,5.3544681500,241.0700325000,265.9111850000,116.5578825000,134.4053750000,61.7336752500,43.5827170000,46.0034272500,39.8949702500,30.9802552500,348.5271150000,4621.6750750000,1.0014960613,19.7626752500,46.4265140000,459.5729750000,408.8089900000,420.5867025000,32.2558087500,41.3980597850,1.0975643123,30.5141100000,535.0178475000,0.1119691625,0.0134299853,0.2216303000,411.2487675000,415.3473575000,350.0210400000,77.7528287500,1712.4637250000,200.8295775000,0.5582874300,0.6760342225,0.6018352800,0.3936734975,425.4713675000,5.8012573500,0.0000000000,368.6443800000,353.8494200000,425.4592100000,147.7855075000,96.4282212500,122.7170025000,5.1991778000,13547.0317500000,2.1807394500,0.0000000000,0.0000000000,186.4768602750,551.0165475000
167.0000000000,87.5000000000,57.0000000000,21.5000000000,21.5000000000,58.1100000000,734.3000000000,6.1700000000,10.4700000000,4.3600000000,8.5400000000,52.3356957500,124.8473175000,-0.1527027875,-0.4061610125,3.2000033500,8.8776072000,1.5887165500,62.4151765000,368.8102900000,435.5884075000,0.3680082775,0.3494535700,21.9705490000,-0.0046157339,101.1814050000,5.2745874500,232.9197400000,265.0709775000,116.8176075000,134.2807725000,61.8861990000,43.3624495000,44.8382852500,44.9726247500,30.4834067500,343.8754200000,3956.9990500000,0.8628778040,18.9846905000,45.5596327500,457.0441850000,407.9461950000,419.9781875000,33.6171107500,39.5425844250,0.9646287670,30.8474107500,538.2726275000,0.0537580563,0.0152918397,0.1451435275,411.2905075000,414.2017800000,344.0422375000,78.2583187500,1701.9055250000,201.5064575000,0.5455671275,0.6654789125,0.6081166625,0.3984624775,425.6008800000,5.7922589000,0.0000000000,368.8102900000,354.6343200000,425.6780200000,147.8454375000,97.0484272500,123.2260925000,4.7515990250,14865.2890000000,2.1809046500,0.0000000000,0.0000000000,979.5649400000,280.1001500000
307.2857142857,87.8000000000,53.6000000000,25.9000000000,20.5000000000,58.1100000000,721.8000000000,6.3300000000,11.2200000000,3.8700000000,8.7900000000,51.8493365000,124.9878050000,-0.1383947788,-0.2844264175,3.2008496000,8.5575859750,1.6228986000,65.1703897500,370.7754975000,470.4924350000,0.3795591975,0.3515849500,22.5564627500,-0.0056165457,101.1641300000,5.4020805000,244.5330450000,267.7884625000,114.9518350000,132.2454250000,70.2238845000,38.8986085000,46.4253997500,38.6140430000,30.7460162500,345.7320750000,6753.1153750000,0.9682533792,18.8891787500,52.1338250000,468.3001200000,437.7202675000,421.0575500000,33.4034697500,47.0192343250,1.0591170920,28.1980350000,538.2005550000,0.0341264035,0.0160569470,0.1544767525,410.6942225000,413.7482525000,326.3212525000,82.5491630000,1930.2953750000,229.9691100000,0.5400503775,0.6631794050,0.6118067675,0.5418818375,428.0832425000,5.7786484000,0.0000000000,370.7754975000,354.9305375000,428.3894125000,147.4148950000,95.1991700000,121.1406700000,4.7696947750,14949.3422500000,2.2793678250,4292.3292750000,0.0000000000,2507.8355750000,2518.0766250000
307.2857142857,90.6000000000,53.6000000000,25.9000000000,20.5000000000,58.1100000000,721.8000000000,5.9400000000,10.0000000000,3.7000000000,7.7400000000,52.8474852500,125.0790075000,-0.1526990075,-0.4141795850,3.2211346500,12.1348642500,1.6000549000,136.1036850000,375.3739125000,406.8210200000,0.3800544650,0.3497496650,22.7335247500,50.7872702500,101.1645800000,5.2383585500,238.9319525000,280.1968850000,128.2851325000,134.3814450000,66.5580045000,39.7793065000,52.0823057500,35.4773455000,30.8402152500,331.4303075000,8769.3757750000,0.8854475795,18.6518880000,55.7690125000,457.1406000000,452.5492825000,422.2773075000,32.0406400000,42.8363854250,0.9865968873,25.5486570000,535.0063400000,0.0367079187,0.0144955503,0.1537738325,411.2204900000,414.7109325000,329.7929225000,93.8839905000,1352.5848500000,230.0956925000,0.5465869725,0.6723488650,0.6030357525,0.4205281350,429.3563125000,5.7779204500,0.0000000000,375.3739125000,358.4779775000,429.6092775000,162.1491925000,113.8077900000,136.7274300000,4.7272310250,14932.9297500000,2.3124641000,4368.8050250000,0.0000000000,1836.2217875000,2683.0167000000
307.2857142857,90.2000000000,53.6000000000,25.9000000000,20.5000000000,58.1100000000,721.8000000000,9.3700000000,12.1900000000,2.4700000000,8.8400000000,53.3995247500,125.0132975000,-0.1527117850,-0.4309400950,3.2183406750,11.8218642500,1.6178142250,136.3855075000,374.8723575000,425.8699725000,0.3708307175,0.3420902625,22.7275895000,48.3486480000,101.1590075000,5.0336736000,235.3918550000,279.7481725000,127.5827475000,133.7814100000,68.9084810000,39.1670825000,48.9819272500,34.3544975000,31.5603840000,328.4537600000,7338.6197250000,0.8825166850,18.9070727500,55.9265115000,447.2193675000,459.5869000000,422.8712100000,33.5197077500,31.5817661950,0.9705099875,2.6094943500,537.4955225000,0.0330042408,0.0156479493,0.1655077975,411.1509675000,414.9716750000,316.0152775000,93.2051985000,1284.3082750000,231.0818125000,0.5459102300,0.6585716975,0.6029987375,0.4001404525,429.7749700000,5.7625711250,0.0000000000,374.8723575000,358.9618825000,429.9805350000,160.9029250000,112.8982750000,135.9242350000,4.4465262000,16355.4537500000,2.2931434000,4248.0035000000,0.0000000000,1870.5500775000,2627.1498250000
244.0000000000,90.4000000000,55.1000000000,24.2000000000,20.7000000000,58.1100000000,719.0000000000,3.8200000000,9.1000000000,3.5800000000,9.0500000000,52.2297650000,132.0356250000,-0.1516835725,-0.3050052925,3.2182328500,12.6395712500,1.5512131750,142.1502350000,375.1095150000,432.1487075000,0.3799553825,0.3421131700,22.4643505000,46.9093462500,101.1845550000,5.3184592000,222.9952125000,294.1750800000,130.6207175000,134.5170500000,66.9184015000,39.3467450000,58.2497060000,35.5311782500,33.2567760000,345.4408500000,12086.1320000000,0.7793911840,19.0830605000,58.2691637500,438.6571475000,463.5238900000,420.7033150000,34.0425795000,38.0078355198,0.9128189283,11.0687937500,534.3168725000,0.0407057670,0.0121034055,0.1566713550,411.5821850000,414.6353900000,337.4533400000,106.4585725000,1343.4736750000,229.9975600000,0.5443805025,0.6702812850,0.5956836825,0.3855654300,427.0511625000,5.8019265000,0.0000000000,375.1095150000,356.1575275000,427.1476500000,166.2788700000,117.1586625000,140.5332450000,4.6620749500,15419.1875000000,2.3770771500,4448.8391500000,0.0000000000,1565.8835100000,2641.7593500000
244.0000000000,90.3000000000,55.1000000000,24.2000000000,20.7000000000,58.1100000000,719.0000000000,5.6300000000,10.6700000000,3.6000000000,7.9700000000,51.8729882500,129.0388025000,-0.1527061575,-0.4087005800,3.2211035250,12.1865240000,1.5833657250,140.1838750000,375.1095650000,422.1344500000,0.3800180875,0.3502856400,22.6591382500,44.9569452500,101.1888900000,5.1799751750,229.0476850000,289.4635275000,130.0245600000,134.8119100000,68.7600765000,46.5989282500,57.2246335000,38.8000767500,33.3117327500,337.5065750000,10287.9635000000,0.8090931030,18.7721500000,55.8311347500,445.3612650000,452.5451375000,421.2091375000,34.4065770000,39.9797623750,0.9729785258,19.5280932500,528.4448750000,0.0347091792,0.0140509565,0.1288125100,411.7031650000,414.3995575000,320.4910875000,98.6834920000,1303.2507750000,229.5991400000,0.5522424000,0.6692059075,0.6015524275,0.3976832975,427.6388925000,5.7985230750,0.0000000000,375.1095650000,357.4953550000,427.6790575000,164.6679500000,116.2463650000,139.3094375000,4.5560091250,16114.9347500000,2.3498240250,4478.5548250000,0.0000000000,1719.9525475000,2651.7375000000
244.0000000000,89.3000000000,55.1000000000,24.2000000000,20.7000000000,58.1100000000,719.0000000000,5.1600000000,10.3100000000,3.1100000000,7.7000000000,52.4496562500,132.0081500000,-0.1527115800,-0.4538279250,3.2170927000,12.4065805000,1.6430548500,143.5085825000,377.9960850000,433.8887525000,0.3800678125,0.3498331475,22.6337885000,40.1966347500,101.1583275000,5.3614594500,241.4033400000,286.5079375000,129.3505600000,134.2811975000,69.8071502500,47.0823127500,51.3800167500,36.6318817500,32.7015315000,329.4307600000,8096.5113750000,0.7770514183,19.2119700000,54.7757955000,435.6940500000,450.6023350000,423.4475850000,35.2962660000,35.3213837950,0.9318638408,20.8810007500,523.5284800000,0.0364026275,0.0170730060,0.1374051475,411.2465850000,414.9483175000,311.1613250000,100.3882672500,1298.9891250000,228.4351150000,0.5388732375,0.6676204925,0.6190383100,0.4143075200,431.9145375000,5.7923267250,0.0000000000,377.9935825000,360.2834850000,432.0900475000,163.6829500000,114.6797425000,138.3251750000,4.4855298250,16909.1505000000,2.3649764750,4470.2932250000,0.0000000000,2182.8887500000,2739.9617250000
253.0000000000,89.9000000000,54.9000000000,26.7000000000,18.4000000000,55.9200000000,721.2000000000,4.3000000000,7.4900000000,2.8600000000,5.9400000000,53.4647465000,133.0167050000,-0.1526995775,-0.3906874225,3.2176822250,12.3279745000,1.6185297750,144.2564400000,376.9646450000,427.5000300000,0.3800889600,0.3532117050,22.6822052500,39.5733150000,101.1698650000,5.1282434750,242.1976100000,293.1021000000,130.2180150000,135.1084550000,69.3267365000,50.7948770000,55.1875072500,38.7454782500,31.8686177500,337.9507525000,9864.1078000000,0.7667942403,19.4241365000,52.9714820000,459.4515225000,449.7933025000,421.8337600000,33.4603655000,34.9337456750,0.8483549913,23.9831272500,528.8261925000,0.0320701572,0.0151026307,0.1411749475,410.6926650000,414.7786750000,326.9819925000,96.1912015000,1373.6752750000,229.3425575000,0.5418026200,0.6822786925,0.6025907350,0.4040900600,429.9655650000,5.7902465500,0.0000000000,376.9645900000,358.8240900000,430.0722700000,164.9277850000,115.7327625000,139.4730125000,4.5047775000,17067.2910000000,2.2937452500,4566.8571500000,0.0000000000,1841.1063050000,2711.9754000000
253.0000000000,89.4000000000,54.9000000000,26.7000000000,18.4000000000,55.9200000000,721.2000000000,3.8800000000,7.3100000000,2.0400000000,5.3400000000,52.4932787500,131.5749850000,-0.1527092075,-0.3994143075,3.2201299000,11.8228345000,1.6147525500,143.1660575000,375.5830100000,440.6219275000,0.3798863875,0.3497870475,22.8489915000,38.5975270000,101.1570100000,5.3503186500,230.9178300000,274.4482550000,128.8627975000,134.8444600000,70.0625350000,45.7652705000,48.1756447500,38.3879552500,32.2296765000,332.2034650000,7820.1697750000,0.7836335825,19.1102217500,55.5605747500,459.8267100000,465.1918525000,421.9791675000,33.4053335000,40.3316872750,0.9061601460,27.0852532500,534.0206750000,0.0349135895,0.0149479505,0.1405397350,410.1572075000,413.6286675000,326.2690625000,91.3735562500,1322.7965500000,230.1516275000,0.5490995625,0.6619001425,0.6129563775,0.4108209850,430.5111425000,5.7885791750,0.0000000000,375.5830100000,359.7312175000,430.5943350000,162.5017675000,114.3640425000,137.5604225000,4.4541308250,17133.0960000000,2.3100394750,4587.6483000000,0.0000000000,2512.7801000000,2520.9242000000
