S-ZORB.CAL_1.CANGLIANG.PV,S-ZORB.PC_3301.DACA,S-ZORB.SIS_TE_2802,S-ZORB.PC_9002.DACA,S-ZORB.PT_2106.DACA.PV,S-ZORB.TE_1604.DACA,S-ZORB.PDC_2702.DACA,XiTing,S-ZORB.TE_1107.DACA.PV,S-ZORB.FC_5001.DACA,S-ZORB.PC_2401B.PIDA.OP,S-ZORB.TE_6001.DACA,Liu,S-ZORB.PT_2901.DACA,S-ZORB.LC_2601.DACA,S-ZORB.PT_7503B.DACA,Xiu,S-ZORB.TE_5006.DACA,S-ZORB.TE_2608.DACA,S-ZORB.TE_2104.DACA.PV,S-ZORB.TE_3112.DACA,S-ZORB.FT_1503.DACA.PV,S-ZORB.TE_1102.DACA.PV,S-ZORB.FT_1003.PV,S-ZORB.TE_2603.DACA,S-ZORB.PC_2401.PIDA.OP,S-ZORB.TE_5003.DACA,BaoHeTing,S-ZORB.PDT_2704.DACA,S-ZORB.AT-0010.DACA.PV
2.0846494750,0.3501260850,292.4297875000,0.3836585175,5.6181371591,412.8849800000,25.4951357500,24.3000000000,118.6395946803,1886.1980250000,28.9315748224,366.6791800000,279.5714285714,547.7608550000,67.3204505000,0.0877507440,53.4200000000,133.3201625000,446.0286000000,425.7433869848,79.6077595000,1762.3839500000,425.5709900000,59.5068155000,432.7075050000,45.7576121599,64.8487122500,56.6000000000,46.5980120000,0.5342512875
2.1426855000,0.3501238675,281.6887950000,0.3824194050,5.6181371591,413.5732925000,25.9419505000,24.3000000000,118.6395946803,1961.5625000000,28.9315748224,358.4165550000,279.5714285714,551.0677150000,67.8409610000,0.0831601083,53.4200000000,134.3584025000,446.0286000000,425.7433869848,80.0447587500,2208.4760000000,426.9155125000,61.7423202500,431.8002925000,45.7576121599,65.0620760000,56.6000000000,35.3958502500,0.5385718125
2.1361371000,0.3498452200,284.2590100000,0.3811165775,5.6181371591,413.0750925000,26.5802010000,24.3000000000,118.6395946803,1953.5081750000,28.9315748224,363.9834700000,279.5714285714,549.0241775000,67.6525377500,0.0837777488,53.4200000000,134.0941100000,446.0286000000,425.7433869848,79.0901862500,1870.1279000000,426.0325300000,56.3055720000,430.7711500000,45.7576121599,64.6019502500,56.6000000000,38.7774990000,0.5378858625
2.0892210000,0.3497874250,277.4755775000,0.3794395425,5.6181371591,414.7645450000,25.7891962500,20.6000000000,118.6395946803,2206.6396500000,28.9315748224,357.4249175000,248.0000000000,551.0507525000,66.0112795000,0.0845081640,50.1100000000,135.3827625000,446.0286000000,425.7433869848,78.3594460000,2148.5357000000,428.6235100000,55.2896505000,425.0931525000,45.7576121599,64.6380922500,55.9000000000,41.9774830000,0.5398604600
2.1292808250,0.3501643000,276.9894825000,0.3843847400,5.6181371591,411.7672000000,27.0755685000,20.6000000000,118.6395946803,2491.4373500000,28.9315748224,359.3257975000,248.0000000000,544.8986125000,66.4604442500,0.0837918430,50.1100000000,136.0772700000,446.0286000000,425.7433869848,77.0328437500,2094.0994250000,425.3565500000,50.7076470000,424.5031775000,45.7576121599,63.9623395000,55.9000000000,42.2064512500,0.5346869700
2.1920189000,0.3504221825,274.0636450000,0.3825198650,5.6181371591,413.2741075000,27.6595357500,20.6000000000,118.6395946803,2286.0776500000,28.9315748224,355.2649825000,248.0000000000,550.7389025000,67.6633780000,0.0842918995,50.1100000000,135.1683775000,446.0286000000,425.7433869848,78.7899377500,2222.4104750000,427.0534575000,49.8121857500,428.6530700000,45.7576121599,64.0265762500,55.9000000000,43.5950942500,0.5498643900
2.0890587000,0.3498578250,282.1191975000,0.3824246875,5.6181371591,408.2401825000,25.1248292500,20.6000000000,118.6395946803,2639.4208250000,28.9315748224,350.0270775000,248.0000000000,546.4574600000,67.3948547500,0.0829950302,50.1100000000,133.6830475000,446.0286000000,425.7433869848,79.0050907500,2234.5199500000,422.4140025000,48.5205787500,428.0137900000,45.7576121599,64.5765260000,55.9000000000,46.1932070000,0.5426881300
2.0953490250,0.3497779625,271.2095575000,0.3826896150,5.6181371591,412.8574025000,25.5877250000,20.6000000000,118.6395946803,2494.9083750000,28.9315748224,344.0436350000,248.0000000000,551.2323000000,67.4651165000,0.0818213100,50.1100000000,134.7792575000,446.0286000000,425.7433869848,78.2277007500,2677.4615000000,428.7566775000,49.3248705000,428.9315925000,45.7576121599,63.1900472500,55.9000000000,43.4883952500,0.5355308700
2.0949115500,0.3500851800,263.1875825000,0.3828014850,5.6181371591,412.4348600000,26.3523332500,20.6000000000,118.6395946803,2291.2150250000,28.9315748224,334.1836150000,248.0000000000,548.9372900000,65.8813755000,0.0817745593,50.1100000000,134.0557200000,446.0286000000,425.7433869848,77.0802740000,2640.8317000000,430.1351875000,50.5188497500,425.4306475000,45.7576121599,63.5935417500,55.9000000000,41.3878582500,0.5575316625
2.1426702500,0.3502420450,282.2695375000,0.3819972425,5.6181371591,410.9629500000,26.1659075000,20.6000000000,118.6395946803,2253.4623500000,28.9315748224,349.0926525000,248.0000000000,552.1219475000,68.9521677500,0.0890302067,50.1100000000,134.5842425000,446.0286000000,425.7433869848,81.3931172500,2320.5733500000,425.1536650000,49.0391525000,436.0204375000,45.7576121599,62.8682587500,55.9000000000,43.5081595000,0.5322857900
2.0890086000,0.3498972400,271.0897400000,0.3821274875,5.6181371591,410.0346475000,25.4893360000,17.2000000000,118.6395946803,2400.3336750000,28.9315748224,343.6448900000,172.4285714286,548.6068125000,68.3181595000,0.0813338682,42.9600000000,135.3907375000,446.0286000000,425.7433869848,80.0483142500,2372.1397750000,426.1967400000,49.1981522500,432.7889850000,45.7576121599,63.1106795000,59.3000000000,44.5487585000,0.5357070875
2.0705669500,0.3500235975,268.6706375000,0.3826241350,5.6181371591,415.6774850000,25.3678467500,17.2000000000,118.6395946803,2342.1308250000,28.9315748224,359.5331450000,172.4285714286,551.3392250000,67.9495920000,0.0811457873,42.9600000000,135.6078650000,446.0286000000,425.7433869848,77.7476137500,2464.1719250000,431.3236175000,51.2381137500,434.6278200000,45.7576121599,62.2801430000,59.3000000000,46.7118027500,0.5334354900
2.1288828000,0.3500545675,283.9010950000,0.3803886775,5.6181371591,409.7366400000,25.6690527500,17.2000000000,118.6395946803,2293.3498500000,28.9315748224,362.4944250000,172.4285714286,551.0588200000,68.0603732500,0.0881090988,42.9600000000,134.0994375000,446.0286000000,425.7433869848,79.1352682500,2057.1085925000,424.0595950000,49.4618622500,432.8944925000,45.7576121599,62.5871160000,59.3000000000,46.4881855000,0.5383213725
2.1393072500,0.3499453025,282.8449350000,0.3830434175,5.6181371591,413.1111275000,25.8445652500,17.2000000000,118.6395946803,2267.4186750000,28.9315748224,362.4642900000,172.4285714286,548.5208450000,68.6317182500,0.0851169253,42.9600000000,134.6570100000,446.0286000000,425.7433869848,80.4937505000,2267.1255250000,427.5907800000,48.9322640000,429.6485125000,45.7576121599,62.4878675000,59.3000000000,47.6414545000,0.5369212425
2.0930476500,0.3498736925,281.6094250000,0.3837952375,5.6181371591,415.1458725000,24.8240007500,17.2000000000,118.6395946803,2049.9489750000,28.9315748224,366.5437000000,172.4285714286,542.3051800000,67.5158380000,0.0861611827,42.9600000000,134.9523825000,446.0286000000,425.7433869848,79.8279205000,2334.5304500000,429.3343700000,55.1345422500,433.2218525000,45.7576121599,64.8782697500,59.3000000000,38.2954060000,0.5408988850
2.1512017500,0.3501195950,274.8557750000,0.3818655250,5.6181371591,410.6925150000,27.6930365000,17.6000000000,118.6395946803,1989.3832000000,28.9315748224,354.0359650000,153.4285714286,551.7440900000,67.7457465000,0.0845029765,45.1500000000,135.2361075000,446.0286000000,425.7433869848,79.6395212500,2411.5112500000,426.6925625000,55.2305320000,428.5262525000,45.7576121599,63.4014465000,58.5000000000,41.6452102500,0.5388500500
2.1381237000,0.3498274950,275.2548875000,0.3806736325,5.6181371591,416.7369200000,27.7041202500,17.6000000000,118.6395946803,2039.6824000000,28.9315748224,369.6416325000,153.4285714286,544.3958375000,67.4215420000,0.0818877037,45.1500000000,135.1849950000,446.0286000000,425.7433869848,78.2513260000,2129.0066250000,430.1065250000,55.7298662500,422.9810375000,45.7576121599,61.4135725000,58.5000000000,45.2005250000,0.5324525250
2.1429447500,0.3502914000,271.3263150000,0.3835217850,5.6181371591,411.3986675000,24.6166182500,17.6000000000,118.6395946803,2482.2621750000,28.9315748224,375.3362750000,153.4285714286,545.7582000000,67.0335952500,0.0816443518,45.1500000000,131.7475800000,446.0286000000,425.7433869848,77.0121742500,2134.3539500000,423.9296975000,59.1659420000,424.7098350000,45.7576121599,62.8825360000,58.5000000000,33.4227550000,0.5423822375
2.0594314500,0.3498871725,264.7676400000,0.3804815100,5.6181371591,414.5413325000,23.4419212500,18.8000000000,118.6395946803,1948.3425500000,28.9315748224,351.9452450000,126.8571428571,542.2164675000,68.1382240000,0.0808478345,47.3400000000,135.2186100000,446.0286000000,425.7433869848,79.1716495000,3152.4495000000,431.8422250000,56.4049567500,439.0611450000,45.7576121599,58.6897757500,58.9000000000,36.0112217500,0.5468620300
2.1505714750,0.3500452025,275.4410925000,0.3797535225,5.6181371591,413.5787300000,25.5903555000,18.8000000000,118.6395946803,2055.2371250000,28.9315748224,354.0405975000,126.8571428571,550.2804600000,68.3582910000,0.0834164475,47.3400000000,135.9168625000,446.0286000000,425.7433869848,79.9973902500,2710.8244500000,429.1215925000,55.9105365000,431.9074800000,45.7576121599,65.3736432500,58.9000000000,44.2931735000,0.5448207400
2.0332703500,0.3500073525,269.8000600000,0.3798681850,5.6181371591,408.3196225000,25.2962432500,18.8000000000,118.6395946803,1962.3400750000,28.9315748224,340.4497350000,126.8571428571,544.9905100000,65.1466165000,0.0834754240,47.3400000000,134.9305725000,446.0286000000,425.7433869848,78.8163355000,2813.7504000000,424.9905125000,57.1269290000,409.4283425000,45.7576121599,63.6177780000,58.9000000000,41.9872145000,0.5518948250
2.0202911250,0.3500433475,263.3661525000,0.3799007375,5.6181371591,411.7771050000,23.7883665000,22.6000000000,118.6395946803,2052.5882500000,28.9315748224,347.3789250000,99.5714285714,543.6382525000,64.4334355000,0.0837818340,47.8900000000,135.5125600000,437.2790975000,425.7433869848,78.3511882500,2810.0111750000,428.0065375000,59.0041182500,408.1832400000,45.7576121599,62.3053802500,56.9000000000,42.5133640000,0.5334817075
2.1396917000,0.3497700700,262.2313750000,0.3795857325,5.6181371591,408.4727950000,26.9518307500,22.6000000000,118.6395946803,2065.8923750000,28.9315748224,338.0472800000,99.5714285714,546.8241075000,65.3105052500,0.0838419347,47.8900000000,135.7236025000,426.7701150000,425.7433869848,77.3001295000,2868.7912750000,425.2771125000,51.4285632500,410.9880475000,45.7576121599,66.4333897500,56.9000000000,45.1067955000,0.5356050125
2.2939741000,0.3503547550,276.9734475000,0.3799402650,5.6181371591,413.9285275000,30.5191447500,22.6000000000,118.6395946803,2106.2189750000,28.9315748224,327.6612175000,99.5714285714,543.7302325000,67.2036707500,0.0869910183,47.8900000000,135.5645200000,422.6814600000,425.7433869848,78.6671735000,2446.9746750000,428.0862950000,50.5342925000,431.6270050000,45.7576121599,64.5672725000,56.9000000000,40.6717802500,0.5410379950
2.2879230500,0.3497196000,265.1373575000,0.3799607750,5.6181371591,410.4231525000,29.8807032500,22.6000000000,118.6395946803,2095.9377000000,28.9315748224,310.6464050000,99.5714285714,540.6156925000,67.8620755000,0.0796444990,47.8900000000,136.3241800000,426.9323850000,425.7433869848,77.6182207500,2823.2619250000,427.1604975000,51.9143662500,429.2448025000,45.7576121599,65.8973627500,56.9000000000,42.8760462500,0.5337969100
2.2863211750,0.3498878850,267.2779325000,0.3809297625,5.6181371591,413.5551525000,29.9848740000,22.6000000000,118.6395946803,2273.8339500000,28.9315748224,310.8078825000,99.5714285714,537.8476700000,68.0940442500,0.0801553113,47.8900000000,136.7072400000,421.5969800000,425.7433869848,77.8624837500,2474.0815500000,429.9063275000,49.8288455000,431.5940850000,45.7576121599,64.6390560000,56.9000000000,45.3663047500,0.5381638025
2.2540325250,0.3500890750,251.2622050000,0.3803074150,5.6181371591,409.8833075000,30.2376475000,18.9000000000,118.6395946803,2591.5007000000,28.9315748224,308.7685000000,126.5714285714,543.0957975000,67.6598910000,0.0826199783,49.5400000000,135.8587350000,420.9387100000,425.7433869848,77.3289990000,3209.1848250000,427.1934300000,52.6751700000,441.8874250000,45.7576121599,62.4540637500,56.3000000000,33.0622855000,0.5353450875
2.2299857000,0.3489980975,266.0035175000,0.3798332875,5.6181371591,413.9021600000,29.4785035000,18.9000000000,118.6395946803,2369.7445000000,28.9315748224,334.8111925000,126.5714285714,535.5589150000,64.5344065000,0.0885638475,49.5400000000,135.1731750000,421.9266425000,425.7433869848,76.7945097500,2129.5953500000,428.6215275000,58.9141902500,416.9033700000,45.7576121599,61.0665287500,56.3000000000,41.6195640000,0.5376457900
2.2431572000,0.3498750850,268.9247675000,0.3794760050,5.6181371591,414.4639300000,29.2138290000,18.9000000000,118.6395946803,2516.8633250000,28.9315748224,342.3788200000,126.5714285714,544.5886300000,67.9037932500,0.0884025400,49.5400000000,136.1189050000,422.9145750000,425.7433869848,81.1537377500,2475.2108000000,428.4456450000,54.8456885000,450.0217075000,45.7576121599,60.3658865000,56.3000000000,43.7171632500,0.5321188625
2.1466349000,0.3497402025,270.5631900000,0.3798828500,5.6181371591,415.8530325000,27.9954602500,20.7000000000,118.6395946803,2051.4554750000,28.9315748224,366.2778750000,307.5714285714,541.1448200000,69.6002487500,0.0902556535,50.6400000000,136.5842800000,425.3844175000,425.7433869848,76.8748337500,1624.4233825000,429.8072675000,55.6428087500,442.1027250000,45.7576121599,62.9807605000,56.0000000000,47.1826557500,0.5397013925
2.1603836750,0.3491812250,281.1866625000,0.3796518600,5.6181371591,414.7309975000,26.4075177500,20.7000000000,118.6395946803,2067.4914500000,28.9315748224,347.8826375000,307.5714285714,540.2152750000,68.7546292500,0.0822145190,50.6400000000,135.8850400000,443.1065975000,425.7433869848,79.7713860000,2531.8786500000,429.1946850000,55.4179342500,451.9493825000,45.7576121599,60.2227480000,56.0000000000,45.4149765000,0.5363927600
2.1386470250,0.3501713600,266.4133100000,0.3805484125,5.6181371591,410.0597925000,26.4450722500,22.8000000000,118.6395946803,1531.8231750000,28.9315748224,351.6438500000,313.0000000000,544.8273025000,73.1713602500,0.0808226662,49.5400000000,137.5464700000,408.5754550000,425.7433869848,82.2937540000,2663.9800000000,424.1921450000,57.6582102500,458.5294475000,45.7576121599,60.0475465000,56.8000000000,36.7430292500,0.5404908150
2.3104929000,0.3499705225,284.5383075000,0.3800380450,5.6181371591,411.7318800000,30.9300737500,22.8000000000,118.6395946803,1597.9648250000,28.9315748224,373.4575050000,313.0000000000,542.9723650000,71.4411292500,0.0861352213,49.5400000000,136.3881375000,434.8927450000,425.7433869848,81.4537457500,2518.1958500000,425.3579350000,55.0750880000,451.3388550000,45.7576121599,60.3771797500,56.8000000000,42.0808337500,0.5479545175
2.3072632000,0.3501887925,265.3456925000,0.3823396400,5.6181371591,410.7538675000,31.0669125000,22.8000000000,118.6395946803,1587.8784750000,28.9315748224,360.0646150000,313.0000000000,545.6684375000,70.2505922500,0.0814989343,49.5400000000,136.6648300000,415.7109975000,425.7433869848,77.8864095000,3138.2746000000,425.4635750000,58.8357327500,444.3041775000,45.7576121599,61.0331477500,56.8000000000,42.2307975000,0.5372181875
2.2750816500,0.3501076350,283.1982550000,0.3799614100,5.6181371591,411.3792550000,30.6882602500,23.5000000000,118.6395946803,1438.9853250000,28.9315748224,366.2471150000,312.5714285714,544.7795400000,72.1522795000,0.0905563242,48.4400000000,136.9461625000,383.5300100000,425.7433869848,81.5399870000,2754.8758500000,424.7753075000,52.2586125000,450.8443925000,45.7576121599,61.0354832500,56.3000000000,39.6612587500,0.5370328200
2.2913956750,0.3498855625,293.3974350000,0.3799218975,5.6181371591,411.4961150000,29.7052972500,23.5000000000,118.6395946803,1492.7147000000,28.9315748224,377.1531575000,312.5714285714,546.4683025000,70.3884887500,0.0951822233,48.4400000000,138.0032725000,351.3490500000,425.7433869848,83.4486557500,2161.7453250000,421.9630300000,53.0690567500,442.3809425000,45.7576121599,61.8204225000,56.3000000000,42.0748482500,0.5385624825
2.3602889500,0.3505874875,307.0276225000,0.3803187325,4.7998297250,420.4527700000,30.8847110000,24.8000000000,110.9007425000,1821.1228000000,28.5541037500,388.0668425000,225.8571428571,560.7296050000,69.3436857500,0.1070452200,48.7500000000,139.0565100000,425.0032225000,426.1247025000,82.1198230000,1685.0749875000,426.3335375000,57.1310207500,442.9142450000,47.2892244500,69.0561080000,52.5000000000,32.7518587500,0.5367824100
2.3155368500,0.3504298000,277.0253300000,0.3797188375,4.8041609250,407.9754025000,30.9963130000,24.8000000000,108.4126275000,1751.0912750000,28.6463097500,357.9948725000,225.8571428571,534.1711825000,68.8247037500,0.1051937375,48.7500000000,137.7662325000,417.5971375000,420.0112675000,80.4504800000,2549.5652250000,419.7979025000,57.5704977500,441.1566850000,43.0944399475,73.8601702500,52.5000000000,38.9353817500,0.5294487850
2.3376864750,0.3503354575,296.7788475000,0.3803061175,4.7780375250,414.1515000000,30.4571195000,18.3000000000,112.7178525000,1582.0841250000,32.3348682500,367.9623575000,208.0000000000,532.9951900000,69.1707945000,0.1052200575,48.7500000000,141.0696225000,427.2937625000,423.4312075000,83.4892735000,1984.2420250000,423.4233200000,56.5335915000,443.3482125000,58.1902946000,55.1625245000,57.7000000000,45.8425137500,0.5380062825
2.3403023000,0.3496825925,293.2100950000,0.3802918300,4.8051620500,413.1663600000,30.5098177500,18.3000000000,112.0702500000,1787.9667750000,29.1145960000,364.4925875000,208.0000000000,528.1452025000,69.3146462500,0.1186878500,48.7500000000,139.3654425000,430.3445525000,422.9439275000,84.3645055000,1974.8791500000,422.9577900000,55.1108130000,442.6476550000,58.3502678000,69.2823325000,57.7000000000,42.8095062500,0.5384791275
2.3007673000,0.3495525025,295.3235550000,0.3799390600,4.7914313000,417.3313625000,29.8630762500,18.3000000000,113.1599375000,1678.6790250000,28.9290207500,369.3347650000,208.0000000000,533.2258200000,68.8438660000,0.1181701575,48.7500000000,139.0721725000,453.2164025000,426.7787100000,84.5090262500,2186.5348750000,426.8473175000,54.0504942500,441.6626600000,48.4324579725,70.9291047500,57.7000000000,44.5360052500,0.5423173550
2.2484214500,0.3502589175,294.6500975000,0.3812912300,4.8030793000,414.1939175000,29.0919977500,22.1000000000,114.7113750000,1747.3158250000,30.7089395000,370.9047275000,254.4285714286,551.6843175000,69.2868692500,0.1132866325,45.8200000000,139.1611825000,438.6626900000,423.6078200000,84.2657870000,2150.9583250000,423.5535600000,58.8029145000,452.1860925000,50.1158392570,69.3135902500,54.8000000000,48.5387327500,0.5380477475
2.2500049000,0.3498350125,299.1880300000,0.3794881525,4.7825256500,415.3288550000,29.1076372500,22.1000000000,115.7921200000,1698.7796000000,28.5002082500,376.1630450000,254.4285714286,549.0170400000,69.8088642500,0.1115798200,45.8200000000,139.5539275000,431.7242650000,422.7133350000,83.2175310000,1650.0646200000,422.5357675000,55.8711425000,445.9787550000,49.4028858050,72.3635957500,54.8000000000,47.9467882500,0.5361704150
2.2812652750,0.3501232175,297.5061125000,0.3797755225,4.7904076000,418.4506750000,29.6098387500,22.1000000000,115.3093825000,1551.1833000000,28.7309300000,380.4934275000,254.4285714286,552.4831075000,70.2091897500,0.1790429175,45.8200000000,137.9957325000,430.8783800000,424.6614125000,84.7627817500,2032.8363500000,424.8397025000,55.1532587500,452.0341000000,48.0854366250,70.3321072500,54.8000000000,48.6744005000,0.5464430775
2.3083943250,0.3500317875,288.2539750000,0.3801396100,4.8070627750,415.7246950000,29.8966482500,18.1000000000,113.2942050000,1770.4185750000,29.2610685000,372.6606000000,232.5714285714,553.2206975000,68.7004040000,0.1811103500,42.8900000000,138.6928575000,412.1823050000,424.5831250000,81.8382042500,1774.0319750000,424.6062225000,51.6927257500,440.4429225000,44.8096077250,72.2163052500,56.1000000000,38.9079297500,0.5505038925
2.2615243500,0.3509126625,286.0676050000,0.3793482625,4.7766861750,416.2039275000,30.3691185000,18.1000000000,114.1859875000,1773.8455250000,29.3873967500,375.9232500000,232.5714285714,537.4863475000,68.2143025000,0.1844238850,42.8900000000,137.1419575000,416.7054825000,423.0309725000,81.9320295000,1787.6567500000,422.9430525000,50.3508792500,432.6441075000,41.4412340250,74.3948710000,56.1000000000,44.6871337500,0.5457524750
2.3085826750,0.3500355525,288.9098875000,0.3794149050,4.8061004750,418.9504000000,30.8139152500,18.1000000000,113.9919550000,1385.8280000000,28.2313160000,379.3408850000,232.5714285714,521.9428900000,69.2001140000,0.1872406100,42.8900000000,139.1911500000,425.1175475000,425.5419525000,82.1697255000,1774.4104750000,425.4016875000,46.3908587500,442.4292375000,46.7581802995,60.9140950000,56.1000000000,42.2904757500,0.5410149475
2.2470151250,0.3502519175,295.7986900000,0.3823121500,4.8009378000,418.7222725000,29.8571650000,18.1000000000,116.8866250000,1398.5769000000,31.2108102500,378.1241375000,232.5714285714,528.4883550000,67.7334657500,0.1915120425,42.8900000000,138.2827750000,430.5592450000,425.1524500000,82.6545852500,1688.4120000000,424.9597650000,45.6566105000,439.5708225000,44.2116816225,71.7777965000,56.1000000000,44.7642862500,0.5431908100
2.3347224250,0.3498884300,289.1735300000,0.3790309250,4.7934520000,419.3295125000,31.0784137500,18.1000000000,116.3284700000,1412.6574500000,29.6308147500,373.1112150000,232.5714285714,508.2195575000,69.1526365000,0.1902919425,42.8900000000,137.9291450000,422.8880050000,427.2568425000,82.1801500000,1668.7829500000,427.1730200000,46.0959885000,442.2573125000,46.8377562500,71.8196140000,56.1000000000,48.8942812500,0.5371531400
2.3135905750,0.3498427275,280.6327850000,0.3800649525,4.7928083000,414.2913675000,30.8579360000,18.1000000000,115.3475175000,1292.8891250000,30.9250777500,354.6478450000,232.5714285714,533.2337525000,69.3196182500,0.1855649275,42.8900000000,135.9865275000,406.4764350000,425.3431050000,83.7090205000,2093.7792000000,425.1496025000,47.6389305000,443.5893050000,42.6068031000,74.6772220000,56.1000000000,40.0449150000,0.5442162125
2.2898802250,0.3502527550,294.5974450000,0.3801789825,4.7866104250,416.0314150000,30.3785975000,18.1000000000,116.8841475000,1026.6918300000,29.9987442500,364.9812500000,232.5714285714,527.9589950000,69.1548627500,0.1822858525,42.8900000000,136.6749225000,438.1352975000,424.4236825000,85.0881927500,2010.4464750000,424.5947475000,56.8369527500,449.8971500000,44.2823889500,61.1255600000,56.1000000000,44.8862360000,0.5362583175
2.2951692750,0.3499116675,289.5833375000,0.3801557050,4.8003010750,416.3938950000,30.6479832500,23.4000000000,115.9343650000,1047.6725550000,26.4354075000,362.7734025000,231.4285714286,528.6177875000,68.5263522500,0.1791990825,43.8200000000,136.3951100000,443.4030650000,426.2116050000,83.4763170000,2534.8301000000,426.3221475000,55.7235200000,454.2827300000,46.4705466500,64.7385895000,50.4000000000,43.1692915000,0.5289850975
2.3443752750,0.3501915175,306.3121250000,0.3801735550,4.8025268250,414.0986500000,30.5030215000,23.4000000000,118.6201400000,1015.5483875000,29.7373752500,376.8689275000,231.4285714286,534.3884425000,67.5847385000,0.1811793675,43.8200000000,137.5519225000,418.6294725000,421.9066875000,84.5034862500,2177.5577000000,421.7944050000,52.6875937500,444.9818375000,45.8758616450,63.0065287500,50.4000000000,37.9312892500,0.5344460650
2.3157048750,0.3499305950,307.4804625000,0.3792366400,4.7806472500,416.8491575000,30.2823207500,23.4000000000,118.4786375000,1173.1780750000,31.0315405000,368.6872650000,231.4285714286,529.6584600000,68.0568560000,0.1977841825,43.8200000000,139.1493975000,443.0992725000,425.8484300000,86.9765760000,1870.5876000000,425.5690200000,54.9539187500,461.6695925000,49.1775896250,72.1130552500,50.4000000000,41.0589227500,0.5389924700
2.4089014000,0.3500112100,299.1483425000,0.3800745825,4.8034248250,417.7300350000,31.6428612500,23.4000000000,120.1281550000,1186.4177000000,30.1158437500,381.8104450000,231.4285714286,547.9782450000,68.2598705000,0.1753273550,43.8200000000,139.0642225000,421.6976400000,424.7515350000,82.9402992500,1752.9571750000,424.6978850000,60.2733650000,446.5668175000,46.3161281000,55.5038490000,50.4000000000,33.1222027500,0.5320261450
2.3260183000,0.3499281800,287.8541025000,0.3801377450,4.8055718500,417.9097500000,29.8813697500,23.4000000000,117.5558750000,1191.8285750000,29.6682132500,363.9010200000,231.4285714286,529.0478175000,67.6969077500,0.1744257375,43.8200000000,138.9335800000,432.2710725000,427.0168450000,82.9743792500,2205.0057500000,426.8508675000,55.3793097500,446.2196000000,46.4487493375,60.2562827500,50.4000000000,37.6413870000,0.5319379575
2.3172217250,0.3498709975,285.2480275000,0.3808511725,4.8040237250,414.1934925000,30.5249915000,23.4000000000,117.8151125000,1269.5925500000,28.9580945000,359.3143900000,231.4285714286,527.4265050000,68.2548995000,0.1776863100,43.8200000000,139.4142250000,422.8950075000,424.2931575000,83.3533702500,2020.3387750000,423.8722975000,58.4992397500,450.9971650000,47.1511288750,61.1332267500,50.4000000000,38.4798275000,0.5375336050
2.3532099750,0.3500005825,308.9568200000,0.3799981525,4.7901330750,418.0291875000,30.9073245000,23.4000000000,118.9852800000,1219.4273750000,32.3101820000,361.2192850000,231.4285714286,541.5375025000,68.9085025000,0.2007085475,43.8200000000,139.2059125000,416.5756275000,426.2856100000,84.0225162500,1864.9675500000,425.9980975000,56.1182977500,450.5487825000,46.1720265000,61.0727192500,50.4000000000,41.5515027500,0.5362075225
2.3503545750,0.3500889825,307.2168725000,0.3803149150,4.7818533500,416.8845875000,30.5720020000,24.2000000000,117.4072125000,1538.0225000000,31.8174260000,369.1831775000,188.4285714286,524.6891750000,68.4710950000,0.1785673275,42.7200000000,141.0398150000,423.4355300000,425.6286375000,84.0284250000,2003.6013750000,425.7151250000,58.2335820000,458.2448650000,50.5220304500,56.1859162500,52.3000000000,33.9749417500,0.5326101525
2.3328271250,0.3501377675,303.2268800000,0.3799508800,4.7903152000,414.4644250000,30.0688372500,24.2000000000,116.4678200000,1661.3281500000,30.9816660000,370.2712275000,188.4285714286,520.9392050000,68.1745442500,0.1846926600,42.7200000000,140.7395575000,427.7587875000,422.4004775000,82.8173550000,1789.5281250000,422.2615775000,55.8112277500,457.0828325000,39.6354672250,60.0241992500,52.3000000000,38.7845615000,0.5398929900
2.3756127000,0.3500610575,294.4425325000,0.3799807075,4.8025711250,416.4471750000,31.3930170000,24.2000000000,109.1693150000,1686.5003250000,31.8177550000,364.2383275000,188.4285714286,523.2798050000,68.2402062500,0.1723029000,42.7200000000,139.1131425000,415.3246450000,425.0391800000,83.8455120000,1272.6277825000,424.6773925000,57.9866177500,454.4947825000,45.5228335500,63.5993175000,52.3000000000,45.3328765000,0.5362354050
2.3188421250,0.3501807600,295.6529800000,0.3800941525,4.8053211250,417.9480350000,30.1672320000,23.9000000000,110.5766750000,1842.2585500000,30.0329877500,369.9821150000,162.2857142857,538.6932775000,67.1548850000,0.1705836250,42.7200000000,140.1431050000,421.3487200000,425.3292725000,82.2527925000,1265.2549075000,425.1819150000,53.4743705000,443.9673450000,39.4691603150,62.4405452500,54.8000000000,38.6969175000,0.5342759450
2.3475421250,0.3484845200,280.5059625000,0.3799172650,4.7960892000,413.2845900000,31.1035467500,23.9000000000,109.8602175000,1954.7947500000,28.1613177500,357.0183100000,162.2857142857,538.8493475000,65.9442390000,0.1766451350,42.7200000000,140.2843950000,411.7469825000,421.0820650000,80.2409492500,2820.9950250000,420.9603150000,51.6156297500,428.1043250000,39.8895830500,61.8311165000,54.8000000000,47.1246637500,0.5296062525
